subj,age,gender,handed,block,cond,setsize,rt,resp,acc,exp
1,23,F,L,Animals,between,1,0.618375,m,1,exp1a
1,23,F,L,Animals,between,1,0.47127,m,1,exp1a
1,23,F,L,Animals,between,1,0.50195,m,1,exp1a
1,23,F,L,Animals,between,1,0.467635,m,1,exp1a
1,23,F,L,Animals,between,1,0.45261,m,1,exp1a
1,23,F,L,Animals,between,1,0.44389,m,1,exp1a
1,23,F,L,Animals,between,1,0.456415,m,1,exp1a
1,23,F,L,Animals,between,1,0.41132,m,1,exp1a
1,23,F,L,Animals,between,1,0.40936,m,1,exp1a
1,23,F,L,Animals,between,1,0.422275,m,1,exp1a
1,23,F,L,Animals,between,1,0.35067,m,1,exp1a
1,23,F,L,Animals,between,1,0.370865,m,1,exp1a
1,23,F,L,Animals,between,1,0.35355,m,1,exp1a
1,23,F,L,Animals,between,1,0.45404,m,1,exp1a
1,23,F,L,Animals,between,1,0.35384,m,1,exp1a
1,23,F,L,Animals,between,1,0.36319,m,1,exp1a
1,23,F,L,Animals,between,1,0.382305,m,1,exp1a
1,23,F,L,Animals,between,1,0.403635,m,1,exp1a
1,23,F,L,Animals,between,1,0.42307,m,1,exp1a
1,23,F,L,Animals,between,1,0.508555,m,1,exp1a
1,23,F,L,Animals,between,1,0.385715,m,1,exp1a
1,23,F,L,Animals,between,1,0.40374,m,1,exp1a
1,23,F,L,Animals,between,1,0.539135,m,1,exp1a
1,23,F,L,Animals,between,1,0.54148,m,1,exp1a
1,23,F,L,Animals,between,2,0.51084,m,1,exp1a
1,23,F,L,Animals,between,2,0.427705,m,1,exp1a
1,23,F,L,Animals,between,2,0.41258,m,1,exp1a
1,23,F,L,Animals,between,2,0.421855,m,1,exp1a
1,23,F,L,Animals,between,2,0.495835,m,1,exp1a
1,23,F,L,Animals,between,2,0.53061,m,1,exp1a
1,23,F,L,Animals,between,2,0.439685,m,1,exp1a
1,23,F,L,Animals,between,2,0.43431,m,1,exp1a
1,23,F,L,Animals,between,2,0.488195,m,1,exp1a
1,23,F,L,Animals,between,2,0.41395,m,1,exp1a
1,23,F,L,Animals,between,2,0.51628,m,1,exp1a
1,23,F,L,Animals,between,2,0.40585,m,1,exp1a
1,23,F,L,Animals,between,2,0.485175,m,1,exp1a
1,23,F,L,Animals,between,2,0.471215,m,1,exp1a
1,23,F,L,Animals,between,2,0.45476,m,1,exp1a
1,23,F,L,Animals,between,2,0.45315,m,1,exp1a
1,23,F,L,Animals,between,2,0.516955,m,1,exp1a
1,23,F,L,Animals,between,2,0.38745,m,1,exp1a
1,23,F,L,Animals,between,2,0.440595,m,1,exp1a
1,23,F,L,Animals,between,2,0.446445,m,1,exp1a
1,23,F,L,Animals,between,2,0.416905,m,1,exp1a
1,23,F,L,Animals,between,2,0.41181,m,1,exp1a
1,23,F,L,Animals,between,2,0.343125,m,1,exp1a
1,23,F,L,Animals,between,2,0.36193,m,1,exp1a
1,23,F,L,Animals,between,4,0.53496,m,1,exp1a
1,23,F,L,Animals,between,4,0.429005,m,1,exp1a
1,23,F,L,Animals,between,4,0.45218,m,1,exp1a
1,23,F,L,Animals,between,4,0.512395,m,1,exp1a
1,23,F,L,Animals,between,4,0.510075,m,1,exp1a
1,23,F,L,Animals,between,4,0.437925,m,1,exp1a
1,23,F,L,Animals,between,4,0.431435,m,1,exp1a
1,23,F,L,Animals,between,4,0.489665,m,1,exp1a
1,23,F,L,Animals,between,4,0.471205,m,1,exp1a
1,23,F,L,Animals,between,4,0.43621,m,1,exp1a
1,23,F,L,Animals,between,4,0.42342,m,1,exp1a
1,23,F,L,Animals,between,4,0.40914,m,1,exp1a
1,23,F,L,Animals,between,4,0.58015,m,1,exp1a
1,23,F,L,Animals,between,4,0.522065,m,1,exp1a
1,23,F,L,Animals,between,4,0.523305,m,1,exp1a
1,23,F,L,Animals,between,4,0.390635,m,1,exp1a
1,23,F,L,Animals,between,4,0.50455,m,1,exp1a
1,23,F,L,Animals,between,4,0.49021,m,1,exp1a
1,23,F,L,Animals,between,4,0.49739,m,1,exp1a
1,23,F,L,Animals,between,4,0.490695,m,1,exp1a
1,23,F,L,Animals,between,4,0.45234,m,1,exp1a
1,23,F,L,Animals,between,4,0.521295,m,1,exp1a
1,23,F,L,Animals,between,4,0.51748,m,1,exp1a
1,23,F,L,Animals,between,8,0.514675,m,1,exp1a
1,23,F,L,Animals,between,8,0.52526,m,1,exp1a
1,23,F,L,Animals,between,8,0.500275,m,1,exp1a
1,23,F,L,Animals,between,8,0.43772,m,1,exp1a
1,23,F,L,Animals,between,8,0.488405,m,1,exp1a
1,23,F,L,Animals,between,8,0.500785,m,1,exp1a
1,23,F,L,Animals,between,8,0.58371,m,1,exp1a
1,23,F,L,Animals,between,8,0.53893,m,1,exp1a
1,23,F,L,Animals,between,8,0.52391,m,1,exp1a
1,23,F,L,Animals,between,8,0.49238,m,1,exp1a
1,23,F,L,Animals,between,8,0.521485,m,1,exp1a
1,23,F,L,Animals,between,8,0.55063,m,1,exp1a
1,23,F,L,Animals,between,8,0.4999,m,1,exp1a
1,23,F,L,Animals,between,8,0.52788,m,1,exp1a
1,23,F,L,Animals,between,8,0.47428,m,1,exp1a
1,23,F,L,Animals,between,8,0.4549,m,1,exp1a
1,23,F,L,Animals,between,8,0.459695,m,1,exp1a
1,23,F,L,Animals,between,8,0.59538,m,1,exp1a
1,23,F,L,Animals,between,8,0.53414,m,1,exp1a
1,23,F,L,Animals,between,8,0.43604,m,1,exp1a
1,23,F,L,Animals,between,8,0.479455,m,1,exp1a
1,23,F,L,Animals,between,8,0.49839,m,1,exp1a
1,23,F,L,Animals,between,8,0.474285,m,1,exp1a
1,23,F,L,Animals,between,8,0.4711,m,1,exp1a
1,23,F,L,Animals,between,16,0.44153,m,1,exp1a
1,23,F,L,Animals,between,16,0.49362,m,1,exp1a
1,23,F,L,Animals,between,16,0.45644,m,1,exp1a
1,23,F,L,Animals,between,16,0.398075,m,1,exp1a
1,23,F,L,Animals,between,16,0.543355,m,1,exp1a
1,23,F,L,Animals,between,16,0.506435,m,1,exp1a
1,23,F,L,Animals,between,16,0.47073,m,1,exp1a
1,23,F,L,Animals,between,16,0.355655,m,1,exp1a
1,23,F,L,Animals,between,16,0.39079,m,1,exp1a
1,23,F,L,Animals,between,16,0.465825,m,1,exp1a
1,23,F,L,Animals,between,16,0.501735,m,1,exp1a
1,23,F,L,Animals,between,16,0.45955,m,1,exp1a
1,23,F,L,Animals,between,16,0.47217,m,1,exp1a
1,23,F,L,Animals,between,16,0.43875,m,1,exp1a
1,23,F,L,Animals,between,16,0.41082,m,1,exp1a
1,23,F,L,Animals,between,16,0.52321,m,1,exp1a
1,23,F,L,Animals,between,16,0.4398,m,1,exp1a
1,23,F,L,Animals,between,16,0.48815,m,1,exp1a
1,23,F,L,Animals,between,16,0.40611,m,1,exp1a
1,23,F,L,Animals,between,16,0.48032,m,1,exp1a
1,23,F,L,Animals,between,16,0.496915,m,1,exp1a
1,23,F,L,Animals,between,16,0.569075,m,1,exp1a
1,23,F,L,Animals,between,16,0.52566,m,1,exp1a
1,23,F,L,Animals,between,16,0.450105,m,1,exp1a
1,23,F,L,Animals,within,1,0.39209,z,1,exp1a
1,23,F,L,Animals,within,1,0.48887,m,1,exp1a
1,23,F,L,Animals,within,1,0.594295,m,1,exp1a
1,23,F,L,Animals,within,1,0.38439,z,1,exp1a
1,23,F,L,Animals,within,1,0.50538,m,1,exp1a
1,23,F,L,Animals,within,1,0.430885,m,1,exp1a
1,23,F,L,Animals,within,1,0.483605,z,1,exp1a
1,23,F,L,Animals,within,1,0.41095,z,1,exp1a
1,23,F,L,Animals,within,1,0.469505,m,1,exp1a
1,23,F,L,Animals,within,1,0.41065,m,1,exp1a
1,23,F,L,Animals,within,1,0.482505,z,1,exp1a
1,23,F,L,Animals,within,1,0.43911,m,1,exp1a
1,23,F,L,Animals,within,1,0.47655,m,1,exp1a
1,23,F,L,Animals,within,1,0.454795,m,1,exp1a
1,23,F,L,Animals,within,1,0.44317,m,1,exp1a
1,23,F,L,Animals,within,1,0.46283,z,1,exp1a
1,23,F,L,Animals,within,1,0.471405,z,1,exp1a
1,23,F,L,Animals,within,1,0.44819,z,1,exp1a
1,23,F,L,Animals,within,1,0.53804,m,1,exp1a
1,23,F,L,Animals,within,1,0.453755,m,1,exp1a
1,23,F,L,Animals,within,1,0.368985,m,1,exp1a
1,23,F,L,Animals,within,1,0.39606,z,1,exp1a
1,23,F,L,Animals,within,1,0.42585,m,1,exp1a
1,23,F,L,Animals,within,1,0.510315,z,1,exp1a
1,23,F,L,Animals,within,1,0.45578,m,1,exp1a
1,23,F,L,Animals,within,1,0.5384,m,1,exp1a
1,23,F,L,Animals,within,1,0.507245,m,1,exp1a
1,23,F,L,Animals,within,1,0.41087,z,1,exp1a
1,23,F,L,Animals,within,1,0.570235,m,1,exp1a
1,23,F,L,Animals,within,1,0.51262,z,1,exp1a
1,23,F,L,Animals,within,1,0.45485,m,1,exp1a
1,23,F,L,Animals,within,1,0.51783,m,1,exp1a
1,23,F,L,Animals,within,1,0.502435,m,1,exp1a
1,23,F,L,Animals,within,1,0.371155,m,1,exp1a
1,23,F,L,Animals,within,2,0.529645,z,1,exp1a
1,23,F,L,Animals,within,2,0.53722,m,1,exp1a
1,23,F,L,Animals,within,2,0.544235,z,1,exp1a
1,23,F,L,Animals,within,2,0.48236,z,1,exp1a
1,23,F,L,Animals,within,2,0.47894,z,1,exp1a
1,23,F,L,Animals,within,2,0.449365,m,1,exp1a
1,23,F,L,Animals,within,2,0.639305,z,1,exp1a
1,23,F,L,Animals,within,2,0.64898,m,1,exp1a
1,23,F,L,Animals,within,2,0.561875,z,1,exp1a
1,23,F,L,Animals,within,2,0.49698,m,1,exp1a
1,23,F,L,Animals,within,2,0.685635,m,1,exp1a
1,23,F,L,Animals,within,2,0.562565,z,1,exp1a
1,23,F,L,Animals,within,2,0.70326,m,1,exp1a
1,23,F,L,Animals,within,2,0.532635,z,1,exp1a
1,23,F,L,Animals,within,2,0.51786,m,1,exp1a
1,23,F,L,Animals,within,2,0.60238,m,1,exp1a
1,23,F,L,Animals,within,2,0.54033,m,1,exp1a
1,23,F,L,Animals,within,2,0.38446,m,1,exp1a
1,23,F,L,Animals,within,2,0.52273,z,1,exp1a
1,23,F,L,Animals,within,2,0.53685,m,1,exp1a
1,23,F,L,Animals,within,2,0.555145,m,1,exp1a
1,23,F,L,Animals,within,2,0.5046,m,1,exp1a
1,23,F,L,Animals,within,2,0.419015,m,1,exp1a
1,23,F,L,Animals,within,2,0.52154,m,1,exp1a
1,23,F,L,Animals,within,2,0.57034,m,1,exp1a
1,23,F,L,Animals,within,2,0.438585,m,1,exp1a
1,23,F,L,Animals,within,2,0.563615,z,1,exp1a
1,23,F,L,Animals,within,2,0.420465,m,1,exp1a
1,23,F,L,Animals,within,2,0.453355,m,1,exp1a
1,23,F,L,Animals,within,2,0.460785,m,1,exp1a
1,23,F,L,Animals,within,2,0.456955,m,1,exp1a
1,23,F,L,Animals,within,2,0.53435,z,1,exp1a
1,23,F,L,Animals,within,2,0.51942,z,1,exp1a
1,23,F,L,Animals,within,2,0.45953,m,1,exp1a
1,23,F,L,Animals,within,2,0.486505,m,1,exp1a
1,23,F,L,Animals,within,2,0.477565,m,1,exp1a
1,23,F,L,Animals,within,4,0.59505,z,1,exp1a
1,23,F,L,Animals,within,4,0.5113,m,1,exp1a
1,23,F,L,Animals,within,4,0.47973,m,1,exp1a
1,23,F,L,Animals,within,4,0.520525,m,1,exp1a
1,23,F,L,Animals,within,4,0.375095,m,1,exp1a
1,23,F,L,Animals,within,4,0.506915,m,1,exp1a
1,23,F,L,Animals,within,4,0.635175,z,1,exp1a
1,23,F,L,Animals,within,4,0.46212,m,1,exp1a
1,23,F,L,Animals,within,4,0.471555,m,1,exp1a
1,23,F,L,Animals,within,4,0.47173,z,1,exp1a
1,23,F,L,Animals,within,4,0.620625,m,1,exp1a
1,23,F,L,Animals,within,4,0.575195,z,1,exp1a
1,23,F,L,Animals,within,4,0.471175,m,1,exp1a
1,23,F,L,Animals,within,4,0.542435,z,1,exp1a
1,23,F,L,Animals,within,4,0.522285,m,1,exp1a
1,23,F,L,Animals,within,4,0.644955,z,1,exp1a
1,23,F,L,Animals,within,4,0.51844,m,1,exp1a
1,23,F,L,Animals,within,4,0.63784,m,1,exp1a
1,23,F,L,Animals,within,4,0.451705,m,1,exp1a
1,23,F,L,Animals,within,4,0.538685,m,1,exp1a
1,23,F,L,Animals,within,4,0.61622,z,1,exp1a
1,23,F,L,Animals,within,4,0.571875,m,1,exp1a
1,23,F,L,Animals,within,4,0.545805,z,1,exp1a
1,23,F,L,Animals,within,4,0.45237,m,1,exp1a
1,23,F,L,Animals,within,4,0.551155,z,1,exp1a
1,23,F,L,Animals,within,4,0.5051,m,1,exp1a
1,23,F,L,Animals,within,4,0.583655,m,1,exp1a
1,23,F,L,Animals,within,4,0.523935,m,1,exp1a
1,23,F,L,Animals,within,4,0.584705,m,1,exp1a
1,23,F,L,Animals,within,4,0.601195,m,1,exp1a
1,23,F,L,Animals,within,4,0.561605,z,1,exp1a
1,23,F,L,Animals,within,4,0.60235,z,1,exp1a
1,23,F,L,Animals,within,4,0.510075,z,1,exp1a
1,23,F,L,Animals,within,4,0.63561,m,1,exp1a
1,23,F,L,Animals,within,4,0.5692,m,1,exp1a
1,23,F,L,Animals,within,8,0.596755,z,1,exp1a
1,23,F,L,Animals,within,8,0.46575,z,1,exp1a
1,23,F,L,Animals,within,8,0.56672,m,1,exp1a
1,23,F,L,Animals,within,8,0.587455,z,1,exp1a
1,23,F,L,Animals,within,8,0.499645,m,1,exp1a
1,23,F,L,Animals,within,8,0.5555,m,1,exp1a
1,23,F,L,Animals,within,8,0.669205,m,1,exp1a
1,23,F,L,Animals,within,8,0.60863,m,1,exp1a
1,23,F,L,Animals,within,8,0.669675,z,1,exp1a
1,23,F,L,Animals,within,8,0.67519,m,1,exp1a
1,23,F,L,Animals,within,8,0.53279,z,1,exp1a
1,23,F,L,Animals,within,8,0.60778,m,1,exp1a
1,23,F,L,Animals,within,8,0.527185,z,1,exp1a
1,23,F,L,Animals,within,8,0.525575,m,1,exp1a
1,23,F,L,Animals,within,8,0.55628,m,1,exp1a
1,23,F,L,Animals,within,8,0.560495,m,1,exp1a
1,23,F,L,Animals,within,8,0.5627,z,1,exp1a
1,23,F,L,Animals,within,8,0.543265,m,1,exp1a
1,23,F,L,Animals,within,8,0.720575,m,1,exp1a
1,23,F,L,Animals,within,8,0.607145,m,1,exp1a
1,23,F,L,Animals,within,8,0.560675,m,1,exp1a
1,23,F,L,Animals,within,8,0.519705,m,1,exp1a
1,23,F,L,Animals,within,8,0.48666,m,1,exp1a
1,23,F,L,Animals,within,8,0.517775,m,1,exp1a
1,23,F,L,Animals,within,8,0.553355,m,1,exp1a
1,23,F,L,Animals,within,8,0.63419,m,1,exp1a
1,23,F,L,Animals,within,8,0.644535,z,1,exp1a
1,23,F,L,Animals,within,8,0.520485,m,1,exp1a
1,23,F,L,Animals,within,8,0.57335,m,1,exp1a
1,23,F,L,Animals,within,8,0.38672,m,1,exp1a
1,23,F,L,Animals,within,8,0.608845,z,1,exp1a
1,23,F,L,Animals,within,8,0.57456,m,1,exp1a
1,23,F,L,Animals,within,8,0.689805,m,1,exp1a
1,23,F,L,Animals,within,8,0.59055,z,1,exp1a
1,23,F,L,Animals,within,8,0.569605,z,1,exp1a
1,23,F,L,Animals,within,16,0.51379,m,1,exp1a
1,23,F,L,Animals,within,16,0.578725,z,1,exp1a
1,23,F,L,Animals,within,16,0.68979,m,1,exp1a
1,23,F,L,Animals,within,16,0.52498,m,1,exp1a
1,23,F,L,Animals,within,16,0.498165,m,1,exp1a
1,23,F,L,Animals,within,16,0.55894,m,1,exp1a
1,23,F,L,Animals,within,16,0.68722,m,1,exp1a
1,23,F,L,Animals,within,16,0.54486,m,1,exp1a
1,23,F,L,Animals,within,16,0.42181,m,1,exp1a
1,23,F,L,Animals,within,16,0.582525,z,1,exp1a
1,23,F,L,Animals,within,16,0.45359,m,1,exp1a
1,23,F,L,Animals,within,16,0.40467,m,1,exp1a
1,23,F,L,Animals,within,16,0.479775,m,1,exp1a
1,23,F,L,Animals,within,16,0.568335,z,1,exp1a
1,23,F,L,Animals,within,16,0.682555,m,1,exp1a
1,23,F,L,Animals,within,16,0.553985,m,1,exp1a
1,23,F,L,Animals,within,16,0.568675,m,1,exp1a
1,23,F,L,Animals,within,16,0.472805,m,1,exp1a
1,23,F,L,Animals,within,16,0.549465,z,1,exp1a
1,23,F,L,Animals,within,16,0.75873,m,1,exp1a
1,23,F,L,Animals,within,16,0.53312,z,1,exp1a
1,23,F,L,Animals,within,16,0.602465,m,1,exp1a
1,23,F,L,Animals,within,16,0.579235,z,1,exp1a
1,23,F,L,Animals,within,16,0.488545,m,1,exp1a
1,23,F,L,Animals,within,16,0.46694,m,1,exp1a
1,23,F,L,Animals,within,16,0.64444,z,1,exp1a
1,23,F,L,Animals,within,16,0.57943,z,1,exp1a
1,23,F,L,Animals,within,16,0.51222,z,1,exp1a
1,23,F,L,Animals,within,16,0.528195,z,1,exp1a
1,23,F,L,Animals,within,16,0.595075,m,1,exp1a
1,23,F,L,Animals,within,16,0.751765,m,1,exp1a
1,23,F,L,Animals,within,16,0.58643,m,1,exp1a
1,23,F,L,Animals,within,16,0.66171,m,1,exp1a
1,23,F,L,Animals,within,16,0.636155,m,1,exp1a
2,25,M,R,Animals,between,1,0.66458,m,1,exp1a
2,25,M,R,Animals,between,1,0.478115,m,1,exp1a
2,25,M,R,Animals,between,1,0.44295,m,1,exp1a
2,25,M,R,Animals,between,1,0.449545,m,1,exp1a
2,25,M,R,Animals,between,1,0.57904,m,1,exp1a
2,25,M,R,Animals,between,1,0.608735,m,1,exp1a
2,25,M,R,Animals,between,1,0.54419,m,1,exp1a
2,25,M,R,Animals,between,1,0.645375,m,1,exp1a
2,25,M,R,Animals,between,1,0.511855,m,1,exp1a
2,25,M,R,Animals,between,1,0.381385,m,1,exp1a
2,25,M,R,Animals,between,1,0.42516,m,1,exp1a
2,25,M,R,Animals,between,1,0.49548,m,1,exp1a
2,25,M,R,Animals,between,1,0.48017,m,1,exp1a
2,25,M,R,Animals,between,1,0.509455,m,1,exp1a
2,25,M,R,Animals,between,1,0.442925,m,1,exp1a
2,25,M,R,Animals,between,1,0.429925,m,1,exp1a
2,25,M,R,Animals,between,1,0.478605,m,1,exp1a
2,25,M,R,Animals,between,1,0.448085,m,1,exp1a
2,25,M,R,Animals,between,1,0.561785,m,1,exp1a
2,25,M,R,Animals,between,1,0.37599,m,1,exp1a
2,25,M,R,Animals,between,1,0.38685,m,1,exp1a
2,25,M,R,Animals,between,1,0.591985,m,1,exp1a
2,25,M,R,Animals,between,1,0.647685,m,1,exp1a
2,25,M,R,Animals,between,1,0.633935,m,1,exp1a
2,25,M,R,Animals,between,2,0.50942,m,1,exp1a
2,25,M,R,Animals,between,2,0.54861,m,1,exp1a
2,25,M,R,Animals,between,2,0.39712,m,1,exp1a
2,25,M,R,Animals,between,2,0.477215,m,1,exp1a
2,25,M,R,Animals,between,2,0.411155,m,1,exp1a
2,25,M,R,Animals,between,2,0.56697,m,1,exp1a
2,25,M,R,Animals,between,2,0.534085,m,1,exp1a
2,25,M,R,Animals,between,2,0.480435,m,1,exp1a
2,25,M,R,Animals,between,2,0.5438,m,1,exp1a
2,25,M,R,Animals,between,2,0.47989,m,1,exp1a
2,25,M,R,Animals,between,2,0.459605,m,1,exp1a
2,25,M,R,Animals,between,2,0.533405,m,1,exp1a
2,25,M,R,Animals,between,2,0.43518,m,1,exp1a
2,25,M,R,Animals,between,2,0.494555,m,1,exp1a
2,25,M,R,Animals,between,2,0.42455,m,1,exp1a
2,25,M,R,Animals,between,2,0.429345,m,1,exp1a
2,25,M,R,Animals,between,2,0.430355,m,1,exp1a
2,25,M,R,Animals,between,2,0.388935,m,1,exp1a
2,25,M,R,Animals,between,2,0.43248,m,1,exp1a
2,25,M,R,Animals,between,2,0.43098,m,1,exp1a
2,25,M,R,Animals,between,2,0.46272,m,1,exp1a
2,25,M,R,Animals,between,2,0.54686,m,1,exp1a
2,25,M,R,Animals,between,2,0.462635,m,1,exp1a
2,25,M,R,Animals,between,2,0.544925,m,1,exp1a
2,25,M,R,Animals,between,4,0.67465,m,1,exp1a
2,25,M,R,Animals,between,4,0.617755,m,1,exp1a
2,25,M,R,Animals,between,4,0.695035,m,1,exp1a
2,25,M,R,Animals,between,4,0.63763,m,1,exp1a
2,25,M,R,Animals,between,4,0.5638,m,1,exp1a
2,25,M,R,Animals,between,4,0.54693,m,1,exp1a
2,25,M,R,Animals,between,4,0.64951,m,1,exp1a
2,25,M,R,Animals,between,4,0.620455,m,1,exp1a
2,25,M,R,Animals,between,4,0.61692,m,1,exp1a
2,25,M,R,Animals,between,4,0.54726,m,1,exp1a
2,25,M,R,Animals,between,4,0.53242,m,1,exp1a
2,25,M,R,Animals,between,4,0.59628,m,1,exp1a
2,25,M,R,Animals,between,4,0.60437,m,1,exp1a
2,25,M,R,Animals,between,4,0.60361,m,1,exp1a
2,25,M,R,Animals,between,4,0.546915,m,1,exp1a
2,25,M,R,Animals,between,4,0.48693,m,1,exp1a
2,25,M,R,Animals,between,4,0.51179,m,1,exp1a
2,25,M,R,Animals,between,4,0.41636,m,1,exp1a
2,25,M,R,Animals,between,4,0.58229,m,1,exp1a
2,25,M,R,Animals,between,4,0.566455,m,1,exp1a
2,25,M,R,Animals,between,4,0.628025,m,1,exp1a
2,25,M,R,Animals,between,4,0.43534,m,1,exp1a
2,25,M,R,Animals,between,4,0.56511,m,1,exp1a
2,25,M,R,Animals,between,8,0.55636,m,1,exp1a
2,25,M,R,Animals,between,8,0.498475,m,1,exp1a
2,25,M,R,Animals,between,8,0.44797,m,1,exp1a
2,25,M,R,Animals,between,8,0.5187,m,1,exp1a
2,25,M,R,Animals,between,8,0.47717,m,1,exp1a
2,25,M,R,Animals,between,8,0.56401,m,1,exp1a
2,25,M,R,Animals,between,8,0.513445,m,1,exp1a
2,25,M,R,Animals,between,8,0.511685,m,1,exp1a
2,25,M,R,Animals,between,8,0.51161,m,1,exp1a
2,25,M,R,Animals,between,8,0.53709,m,1,exp1a
2,25,M,R,Animals,between,8,0.445555,m,1,exp1a
2,25,M,R,Animals,between,8,0.60671,m,1,exp1a
2,25,M,R,Animals,between,8,0.60682,m,1,exp1a
2,25,M,R,Animals,between,8,0.561505,m,1,exp1a
2,25,M,R,Animals,between,8,0.64294,m,1,exp1a
2,25,M,R,Animals,between,8,0.468055,m,1,exp1a
2,25,M,R,Animals,between,8,0.50141,m,1,exp1a
2,25,M,R,Animals,between,8,0.494595,m,1,exp1a
2,25,M,R,Animals,between,8,0.39565,m,1,exp1a
2,25,M,R,Animals,between,8,0.496295,m,1,exp1a
2,25,M,R,Animals,between,8,0.53995,m,1,exp1a
2,25,M,R,Animals,between,8,0.51046,m,1,exp1a
2,25,M,R,Animals,between,8,0.532375,m,1,exp1a
2,25,M,R,Animals,between,8,0.564095,m,1,exp1a
2,25,M,R,Animals,between,16,0.562345,m,1,exp1a
2,25,M,R,Animals,between,16,0.517475,m,1,exp1a
2,25,M,R,Animals,between,16,0.549295,m,1,exp1a
2,25,M,R,Animals,between,16,0.48465,m,1,exp1a
2,25,M,R,Animals,between,16,0.63689,m,1,exp1a
2,25,M,R,Animals,between,16,0.58102,m,1,exp1a
2,25,M,R,Animals,between,16,0.514225,m,1,exp1a
2,25,M,R,Animals,between,16,0.550585,m,1,exp1a
2,25,M,R,Animals,between,16,0.59774,m,1,exp1a
2,25,M,R,Animals,between,16,0.499245,m,1,exp1a
2,25,M,R,Animals,between,16,0.531285,m,1,exp1a
2,25,M,R,Animals,between,16,0.495135,m,1,exp1a
2,25,M,R,Animals,between,16,0.56159,m,1,exp1a
2,25,M,R,Animals,between,16,0.41792,m,1,exp1a
2,25,M,R,Animals,between,16,0.61079,m,1,exp1a
2,25,M,R,Animals,between,16,0.662755,m,1,exp1a
2,25,M,R,Animals,between,16,0.49888,m,1,exp1a
2,25,M,R,Animals,between,16,0.581795,m,1,exp1a
2,25,M,R,Animals,between,16,0.46078,m,1,exp1a
2,25,M,R,Animals,between,16,0.516285,m,1,exp1a
2,25,M,R,Animals,between,16,0.56878,m,1,exp1a
2,25,M,R,Animals,between,16,0.436115,m,1,exp1a
2,25,M,R,Animals,between,16,0.462545,m,1,exp1a
2,25,M,R,Animals,between,16,0.511165,m,1,exp1a
2,25,M,R,Animals,within,1,0.52142,m,1,exp1a
2,25,M,R,Animals,within,1,0.599935,z,1,exp1a
2,25,M,R,Animals,within,1,0.568795,z,1,exp1a
2,25,M,R,Animals,within,1,0.40471,m,1,exp1a
2,25,M,R,Animals,within,1,0.547405,m,1,exp1a
2,25,M,R,Animals,within,1,0.495115,m,1,exp1a
2,25,M,R,Animals,within,1,0.606885,m,1,exp1a
2,25,M,R,Animals,within,1,0.524475,m,1,exp1a
2,25,M,R,Animals,within,1,0.40641,m,1,exp1a
2,25,M,R,Animals,within,1,0.52045,z,1,exp1a
2,25,M,R,Animals,within,1,0.474325,m,1,exp1a
2,25,M,R,Animals,within,1,0.673425,m,1,exp1a
2,25,M,R,Animals,within,1,0.48289,m,1,exp1a
2,25,M,R,Animals,within,1,0.351445,m,1,exp1a
2,25,M,R,Animals,within,1,0.51331,z,1,exp1a
2,25,M,R,Animals,within,1,0.463745,m,1,exp1a
2,25,M,R,Animals,within,1,0.56271,m,1,exp1a
2,25,M,R,Animals,within,1,0.554715,z,1,exp1a
2,25,M,R,Animals,within,1,0.56124,m,1,exp1a
2,25,M,R,Animals,within,1,0.475765,z,1,exp1a
2,25,M,R,Animals,within,1,0.552665,z,1,exp1a
2,25,M,R,Animals,within,1,0.43019,z,1,exp1a
2,25,M,R,Animals,within,1,0.60507,m,1,exp1a
2,25,M,R,Animals,within,1,0.68025,z,1,exp1a
2,25,M,R,Animals,within,1,0.43592,m,1,exp1a
2,25,M,R,Animals,within,1,0.67612,m,1,exp1a
2,25,M,R,Animals,within,1,0.551455,m,1,exp1a
2,25,M,R,Animals,within,1,0.59823,z,1,exp1a
2,25,M,R,Animals,within,1,0.649275,z,1,exp1a
2,25,M,R,Animals,within,1,0.568685,m,1,exp1a
2,25,M,R,Animals,within,1,0.45953,m,1,exp1a
2,25,M,R,Animals,within,1,0.57844,m,1,exp1a
2,25,M,R,Animals,within,1,0.621425,m,1,exp1a
2,25,M,R,Animals,within,1,0.628865,m,1,exp1a
2,25,M,R,Animals,within,1,0.627355,m,1,exp1a
2,25,M,R,Animals,within,2,0.709515,m,1,exp1a
2,25,M,R,Animals,within,2,0.569335,m,1,exp1a
2,25,M,R,Animals,within,2,0.593885,m,1,exp1a
2,25,M,R,Animals,within,2,0.70443,z,1,exp1a
2,25,M,R,Animals,within,2,0.655165,z,1,exp1a
2,25,M,R,Animals,within,2,0.533355,m,1,exp1a
2,25,M,R,Animals,within,2,0.61815,z,1,exp1a
2,25,M,R,Animals,within,2,0.497975,z,1,exp1a
2,25,M,R,Animals,within,2,0.484135,m,1,exp1a
2,25,M,R,Animals,within,2,0.5713,m,1,exp1a
2,25,M,R,Animals,within,2,0.47679,m,1,exp1a
2,25,M,R,Animals,within,2,0.80955,m,1,exp1a
2,25,M,R,Animals,within,2,0.65174,m,1,exp1a
2,25,M,R,Animals,within,2,0.736045,z,1,exp1a
2,25,M,R,Animals,within,2,0.515085,m,1,exp1a
2,25,M,R,Animals,within,2,0.5968,m,1,exp1a
2,25,M,R,Animals,within,2,0.602845,z,1,exp1a
2,25,M,R,Animals,within,2,0.60258,m,1,exp1a
