subj,setsize,cond,rt,acc,lm,log,exp,grp
41,1,within,0.501692639,1,0.505383462,0.494234351,exp1a,51
41,2,between,0.444195227,0.916666667,0.468461706,0.466859485,exp1a,51
41,2,within,0.492133182,0.916666667,0.514533474,0.518442114,exp1a,51
41,4,between,0.522227708,1,0.470754345,0.474076045,exp1a,51
41,4,within,0.572892879,0.916666667,0.532833499,0.542649878,exp1a,51
41,8,between,0.45674625,1,0.475339623,0.481292606,exp1a,51
41,8,within,0.555465286,0.972222222,0.569433549,0.566857642,exp1a,51
41,16,between,0.509866818,0.916666667,0.484510179,0.488509167,exp1a,51
41,16,within,0.644749194,0.861111111,0.642633649,0.591065406,exp1a,51
1,1,between,0.5252208,1,0.528517111,0.520873774,exp3,31
1,1,within,0.553226387,0.979166667,0.555344127,0.550667724,exp3,31
1,2,between,0.574377135,0.958333333,0.569432668,0.583071186,exp3,31
1,2,within,0.583402548,1,0.580225938,0.588519875,exp3,31
1,4,between,0.649615624,0.958333333,0.65126378,0.645268598,exp3,31
1,4,within,0.62893069,1,0.62998956,0.626372026,exp3,31
1,8,between,0.581435206,0.979166667,0.814926004,0.70746601,exp3,31
1,8,within,0.644063876,0.958333333,0.729516803,0.664224177,exp3,31
2,1,between,0.510793368,0.979166667,0.51651752,0.512673927,exp3,32
2,1,within,0.488863302,1,0.498175942,0.492127068,exp3,32
2,2,between,0.539579079,1,0.530992851,0.535817961,exp3,32
2,2,within,0.534469187,1,0.520500227,0.527941656,exp3,32
2,4,between,0.557081435,0.958333333,0.559943511,0.558961994,exp3,32
2,4,within,0.560492477,1,0.565148797,0.563756243,exp3,32
2,8,between,0.563677729,0.9375,0.617844832,0.582106027,exp3,32
2,8,within,0.557202342,1,0.654445937,0.599570831,exp3,32
3,1,between,0.510248352,0.916666667,0.514862655,0.516127749,exp3,33
3,1,within,0.483818248,0.958333333,0.51020267,0.504499955,exp3,33
3,2,between,0.50727209,1,0.500350636,0.495513297,exp3,33
3,2,within,0.54441896,0.979166667,0.504842326,0.503055544,exp3,33
3,4,between,0.469019448,1,0.471326599,0.474898844,exp3,33
3,4,within,0.480929426,0.958333333,0.494121637,0.501611134,exp3,33
3,8,between,0.558869815,0.979166667,0.413278525,0.454284392,exp3,33
3,8,within,0.569730064,0.979166667,0.47268026,0.500166723,exp3,33
4,1,between,0.388078935,1,0.392876891,0.391803859,exp3,34
4,1,within,0.39507309,1,0.403054771,0.398857642,exp3,34
4,2,between,0.399315085,0.979166667,0.392118152,0.391865239,exp3,34
4,2,within,0.428237546,1,0.416265024,0.420668441,exp3,34
4,4,between,0.388201696,1,0.390600674,0.391926619,exp3,34
4,4,within,0.438694688,1,0.442685528,0.44247924,exp3,34
4,8,between,0.397821767,1,0.387565717,0.391987999,exp3,34
4,8,within,0.467601768,0.979166667,0.495526538,0.464290039,exp3,34
5,1,between,0.407296868,0.979166667,0.425306169,0.418444686,exp3,35
5,1,within,0.397820032,0.979166667,0.40824452,0.401486511,exp3,35
5,2,between,0.466475065,0.958333333,0.439461114,0.444179428,exp3,35
5,2,within,0.448792574,0.979166667,0.433155843,0.441459617,exp3,35
5,4,between,0.458766352,1,0.467771003,0.46991417,exp3,35
5,4,within,0.477766244,1,0.482978488,0.481432723,exp3,35
5,8,between,0.421063485,1,0.524390781,0.495648912,exp3,35
5,8,within,0.507135643,0.979166667,0.582623778,0.521405829,exp3,35
6,1,between,0.461470098,0.9375,0.511930781,0.492850476,exp3,36
6,1,within,0.585277074,0.895833333,0.587829581,0.584239879,exp3,36
6,2,between,0.626412611,0.979166667,0.550721586,0.563651855,exp3,36
6,2,within,0.609367789,0.916666667,0.605539029,0.611442179,exp3,36
6,4,between,0.603072856,0.9375,0.628303197,0.634453234,exp3,36
6,4,within,0.639681674,0.958333333,0.640957927,0.638644479,exp3,36
6,8,between,0.675286796,0.958333333,0.783466419,0.705254612,exp3,36
6,8,within,0.647078813,0.979166667,0.711795722,0.665846778,exp3,36
7,1,between,0.459423865,1,0.470063786,0.46640315,exp3,37
7,1,within,0.481931498,0.979166667,0.495404524,0.491958829,exp3,37
7,2,between,0.4920276,0.979166667,0.476067718,0.478069028,exp3,37
7,2,within,0.516078694,0.979166667,0.495869154,0.49602403,exp3,37
7,4,between,0.482755621,1,0.488075582,0.489734907,exp3,37
7,4,within,0.4900619,0.979166667,0.496798413,0.500089232,exp3,37
7,8,between,0.494605011,0.979166667,0.512091309,0.501400785,exp3,37
7,8,within,0.530190593,0.958333333,0.498656932,0.504154433,exp3,37
8,1,between,0.482442383,1,0.473972198,0.474836875,exp3,38
8,1,within,0.478864433,1,0.475802033,0.473404089,exp3,38
8,2,between,0.468784131,1,0.48148941,0.483995147,exp3,38
8,2,within,0.490189698,0.958333333,0.494783298,0.501110387,exp3,38
8,4,between,0.500758927,1,0.496523834,0.493153419,exp3,38
8,4,within,0.534277029,1,0.532745829,0.528816685,exp3,38
8,8,between,0.501888581,1,0.526592683,0.502311691,exp3,38
8,8,within,0.541567471,1,0.60867089,0.556522983,exp3,38
9,1,between,0.449487665,0.958333333,0.475203538,0.467371897,exp3,39
9,1,within,0.460160917,1,0.477905811,0.473358628,exp3,39
9,2,between,0.522193381,1,0.483619573,0.486424918,exp3,39
9,2,within,0.505188904,0.9375,0.478571564,0.478793481,exp3,39
9,4,between,0.487593706,0.979166667,0.500451643,0.505477938,exp3,39
9,4,within,0.471030623,1,0.47990307,0.484228334,exp3,39
9,8,between,0.471785296,0.979166667,0.534115783,0.524530959,exp3,39
9,8,within,0.538906533,0.958333333,0.482566082,0.489663188,exp3,39
10,1,between,0.446084751,0.979166667,0.457047756,0.45438992,exp3,40
10,1,within,0.422371235,0.958333333,0.436777584,0.429175179,exp3,40
10,2,between,0.47299477,0.979166667,0.456550263,0.456384432,exp3,40
10,2,within,0.482392009,0.979166667,0.460782485,0.468784119,exp3,40
10,4,between,0.450073775,1,0.455555277,0.458378944,exp3,40
10,4,within,0.501589115,0.979166667,0.508792289,0.508393059,exp3,40
10,8,between,0.452998994,1,0.453565306,0.460373456,exp3,40
10,8,within,0.540397757,0.979166667,0.604811897,0.548002,exp3,40
11,1,between,0.353840081,0.979166667,0.346591455,0.337214025,exp3,41
11,1,within,0.368836979,0.979166667,0.376395483,0.363963108,exp3,41
11,2,between,0.402856037,0.958333333,0.413728975,0.436108148,exp3,41
11,2,within,0.450989736,0.979166667,0.439651979,0.460737478,exp3,41
11,4,between,0.551628327,0.9375,0.548004014,0.535002271,exp3,41
11,4,within,0.562385719,0.979166667,0.566164971,0.557511848,exp3,41
11,8,between,0.520274934,0.979166667,0.816554092,0.633896394,exp3,41
11,8,within,0.503186485,0.979166667,0.819190956,0.654286218,exp3,41
12,1,between,0.460503724,0.958333333,0.438955861,0.443208364,exp3,42
12,1,within,0.505753847,0.979166667,0.476122098,0.483730536,exp3,42
12,2,between,0.41344084,1,0.445762634,0.448031559,exp3,42
12,2,within,0.430471474,0.979166667,0.474919097,0.474518097,exp3,42
12,4,between,0.470150113,1,0.459376181,0.452854753,exp3,42
12,4,within,0.48732897,0.958333333,0.472513095,0.465305658,exp3,42
12,8,between,0.529712287,0.979166667,0.486603274,0.457677947,exp3,42
12,8,within,0.57719304,1,0.467701091,0.45609322,exp3,42
13,1,between,0.440164319,1,0.424976484,0.428045935,exp3,43
13,1,within,0.421552852,1,0.417238536,0.413950922,exp3,43
13,2,between,0.406559777,1,0.429341529,0.430796544,exp3,43
13,2,within,0.436964219,1,0.443435693,0.452168079,exp3,43
13,4,between,0.445665535,1,0.438071618,0.433547152,exp3,43
13,4,within,0.497987167,1,0.495830008,0.490385236,exp3,43
13,8,between,0.472027009,0.979166667,0.455531797,0.43629776,exp3,43
13,8,within,0.522985974,0.979166667,0.600618639,0.528602394,exp3,43
14,1,between,0.541885658,1,0.515292796,0.52250585,exp3,44
14,1,within,0.517706517,1,0.500436644,0.50389286,exp3,44
14,2,between,0.472014473,1,0.511903766,0.510774089,exp3,44
14,2,within,0.479699346,1,0.505604155,0.507326658,exp3,44
14,4,between,0.518422135,1,0.505125704,0.499042327,exp3,44
14,4,within,0.524574113,1,0.515939176,0.510760456,exp3,44
14,8,between,0.491274829,1,0.491569582,0.487310566,exp3,44
14,8,within,0.535925933,1,0.536609219,0.514194254,exp3,44
15,1,between,0.420369448,1,0.435725397,0.426832093,exp3,45
15,1,within,0.437154725,1,0.446999341,0.439834579,exp3,45
15,2,between,0.489085219,0.979166667,0.466051296,0.476159929,exp3,45
15,2,within,0.489987913,0.979166667,0.475220988,0.484628204,exp3,45
15,4,between,0.519025119,1,0.526703093,0.525487764,exp3,45
15,4,within,0.526741975,1,0.531664283,0.529421829,exp3,45
15,8,between,0.475531421,0.979166667,0.648006688,0.574815599,exp3,45
15,8,within,0.507527327,1,0.644550872,0.574215454,exp3,45
16,1,between,0.416255919,1,0.432872185,0.425540803,exp3,46
16,1,within,0.439040243,0.979166667,0.441200949,0.437424139,exp3,46
16,2,between,0.476860474,0.979166667,0.451936075,0.458290706,exp3,46
16,2,within,0.463861806,1,0.460620747,0.467094013,exp3,46
16,4,between,0.481755723,0.979166667,0.490063856,0.491040608,exp3,46
16,4,within,0.498379992,1,0.499460345,0.496763888,exp3,46
16,8,between,0.455279091,0.979166667,0.566319419,0.52379051,exp3,46
16,8,within,0.493532775,1,0.577139539,0.526433763,exp3,46
17,1,between,0.429867702,1,0.416084529,0.413942922,exp3,47
17,1,within,0.432127296,0.979166667,0.423131257,0.420549801,exp3,47
17,2,between,0.42893417,0.979166667,0.44960893,0.46078373,exp3,47
17,2,within,0.438619991,0.979166667,0.452114049,0.46177498,exp3,47
17,4,between,0.523549317,1,0.51665773,0.507624537,exp3,47
17,4,within,0.514577653,0.979166667,0.510079634,0.503000159,exp3,47
17,8,between,0.485902774,0.979166667,0.650755332,0.554465344,exp3,47
17,8,within,0.546402633,1,0.626010803,0.544225338,exp3,47
18,1,between,0.383015279,0.979166667,0.387918545,0.38425104,exp3,48
18,1,within,0.405378157,0.979166667,0.407822077,0.403705335,exp3,48
18,2,between,0.409923575,1,0.402568675,0.407452052,exp3,48
18,2,within,0.432522533,0.958333333,0.428856653,0.435868178,exp3,48
18,4,between,0.429417302,1,0.431868935,0.430653064,exp3,48
18,4,within,0.469703844,1,0.470925804,0.468031021,exp3,48
18,8,between,0.453953856,1,0.490469455,0.453854075,exp3,48
18,8,within,0.489384058,1,0.555064106,0.500193864,exp3,48
19,1,between,0.375266553,0.979166667,0.405119354,0.397671592,exp3,49
19,1,within,0.399207365,0.958333333,0.420195361,0.413389344,exp3,49
19,2,between,0.449805925,1,0.405026724,0.404995848,exp3,49
19,2,within,0.461031458,1,0.429549465,0.4326675,exp3,49
19,4,between,0.389915065,1,0.404841465,0.412320103,exp3,49
19,4,within,0.437763677,1,0.448257675,0.451945656,exp3,49
19,8,between,0.454076108,1,0.404470946,0.419644359,exp3,49
19,8,within,0.497088423,0.979166667,0.485674094,0.471223812,exp3,49
20,1,between,0.439703872,0.958333333,0.497360799,0.48027399,exp3,50
20,1,within,0.467471694,1,0.515667573,0.504167531,exp3,50
20,2,between,0.599881653,0.979166667,0.513396262,0.518741416,exp3,50
20,2,within,0.584667826,0.958333333,0.512374007,0.511276152,exp3,50
20,4,between,0.516638723,0.916666667,0.545467187,0.557208841,exp3,50
20,4,within,0.481688937,0.958333333,0.505786877,0.518384774,exp3,50
20,8,between,0.483822447,0.979166667,0.609609036,0.595676267,exp3,50
20,8,within,0.508694928,0.979166667,0.492612615,0.525493395,exp3,50
21,1,between,0.338563931,1,0.338273459,0.336540532,exp3,51
21,1,within,0.33216497,0.958333333,0.332309993,0.32677908,exp3,51
21,2,between,0.348671019,1,0.349106728,0.352717817,exp3,51
21,2,within,0.365495473,1,0.365277938,0.376267253,exp3,51
21,4,between,0.370918502,1,0.370773266,0.368895103,exp3,51
21,4,within,0.431141315,0.958333333,0.431213827,0.425755425,exp3,51
21,8,between,0.376559692,1,0.414106342,0.385072388,exp3,51
21,8,within,0.43940497,0.958333333,0.563085606,0.475243598,exp3,51
22,1,between,0.487112587,0.958333333,0.461515722,0.46437065,exp3,52
22,1,within,0.549415807,0.958333333,0.522076545,0.529065332,exp3,52
22,2,between,0.444386153,0.979166667,0.48278145,0.489870026,exp3,52
22,2,within,0.480143826,0.979166667,0.521152718,0.520844775,exp3,52
22,4,between,0.538111339,0.958333333,0.525312907,0.515369403,exp3,52
22,4,within,0.532974694,1,0.519305063,0.512624219,exp3,52
22,8,between,0.536183817,0.979166667,0.610375819,0.540868779,exp3,52
22,8,within,0.565549268,0.979166667,0.515609754,0.504403662,exp3,52
23,1,between,0.48646633,0.979166667,0.476077022,0.475691341,exp3,53
23,1,within,0.483957115,0.979166667,0.482064803,0.480103952,exp3,53
23,2,between,0.478391104,0.979166667,0.493975067,0.499941082,exp3,53
23,2,within,0.49382991,1,0.496668378,0.501536236,exp3,53
23,4,between,0.534965811,0.979166667,0.529771157,0.524190822,exp3,53
23,4,within,0.526821681,1,0.525875526,0.522968519,exp3,53
23,8,between,0.531083965,1,0.601363336,0.548440562,exp3,53
23,8,within,0.517692306,0.979166667,0.584289822,0.544400802,exp3,53
24,1,between,0.361119222,0.958333333,0.356952139,0.35438471,exp3,54
24,1,within,0.363095824,0.958333333,0.367963226,0.361439243,exp3,54
24,2,between,0.372356715,0.979166667,0.378607338,0.385825738,exp3,54
24,2,within,0.407107119,0.979166667,0.399806017,0.41042028,exp3,54
24,4,between,0.424001277,1,0.421917736,0.417266766,exp3,54
24,4,within,0.461057898,1,0.463491599,0.459401317,exp3,54
24,8,between,0.439448028,0.979166667,0.508538531,0.448707793,exp3,54
24,8,within,0.489224969,1,0.590862763,0.508382354,exp3,54
25,1,between,0.439544768,0.979166667,0.447088595,0.443880162,exp3,55
25,1,within,0.458632117,0.979166667,0.465410135,0.461848029,exp3,55
25,2,between,0.466339198,1,0.455023457,0.457668411,exp3,55
25,2,within,0.486782776,0.958333333,0.476615749,0.480350953,exp3,55
25,4,between,0.467121266,0.979166667,0.47089318,0.47145666,exp3,55
25,4,within,0.495637966,0.979166667,0.499026975,0.498853877,exp3,55
25,8,between,0.493630704,0.979166667,0.502632625,0.485244909,exp3,55
25,8,within,0.491846594,0.979166667,0.543849428,0.517356802,exp3,55
26,1,between,0.381982977,0.979166667,0.378173513,0.378104652,exp3,56
26,1,within,0.42437875,1,0.404234847,0.408810186,exp3,56
26,2,between,0.378586679,1,0.384300874,0.386343328,exp3,56
26,2,within,0.376782812,1,0.406998667,0.40791994,exp3,56
26,4,between,0.398460327,1,0.396555595,0.394582003,exp3,56
26,4,within,0.422598258,0.9375,0.412526306,0.407029694,exp3,56
26,8,between,0.438377711,0.979166667,0.421065038,0.402820678,exp3,56
26,8,within,0.482434639,0.916666667,0.423581585,0.406139448,exp3,56
27,1,between,0.578794344,0.9375,0.586097069,0.582349781,exp3,57
27,1,within,0.58812045,0.916666667,0.589372671,0.588157468,exp3,57
27,2,between,0.608580796,0.9375,0.597626709,0.601469923,exp3,57
27,2,within,0.596663887,0.979166667,0.594785556,0.596589851,exp3,57
27,4,between,0.617034628,0.979166667,0.62068599,0.620590064,exp3,57
27,4,within,0.604985217,1,0.605611327,0.605022235,exp3,57
27,8,between,0.657469531,0.9375,0.666804551,0.639710206,exp3,57
27,8,within,0.727569677,0.916666667,0.627262869,0.613454618,exp3,57
28,1,between,0.44640034,1,0.431701634,0.43365106,exp3,58
28,1,within,0.444643732,0.979166667,0.438258222,0.436710781,exp3,58
28,2,between,0.420005079,0.979166667,0.442053137,0.445503637,exp3,58
28,2,within,0.447542871,1,0.457121135,0.463408773,exp3,58
28,4,between,0.470105494,1,0.462756141,0.457356214,exp3,58
28,4,within,0.498039717,0.979166667,0.494846962,0.490106766,exp3,58
28,8,between,0.440418704,1,0.50416215,0.469208792,exp3,58
28,8,within,0.476332863,1,0.570298615,0.516804758,exp3,58
29,1,between,0.517760192,1,0.538847578,0.532571544,exp3,59
29,1,within,0.515694473,1,0.527434093,0.52108833,exp3,59
29,2,between,0.576503785,1,0.544872706,0.546881082,exp3,59
29,2,within,0.565508667,1,0.547899237,0.554720952,exp3,59
29,4,between,0.546379268,0.979166667,0.556922961,0.56119062,exp3,59
29,4,within,0.582959717,0.979166667,0.588829527,0.588353574,exp3,59
29,8,between,0.580924026,0.979166667,0.581023472,0.575500158,exp3,59
29,8,within,0.61923895,1,0.670690106,0.621986196,exp3,59
30,1,between,0.378141462,1,0.37387523,0.37254356,exp3,60
30,1,within,0.392358766,0.979166667,0.38507592,0.383033646,exp3,60
30,2,between,0.38186525,1,0.388264598,0.393061055,exp3,60
30,2,within,0.397329565,1,0.408253834,0.415979805,exp3,60
30,4,between,0.419176451,0.979166667,0.417043335,0.413578549,exp3,60
30,4,within,0.458251085,0.979166667,0.454609662,0.448925965,exp3,60
30,8,between,0.41481729,1,0.474600808,0.434096043,exp3,60
30,8,within,0.476222165,1,0.547321318,0.481872124,exp3,60
31,1,between,0.3686049,0.979166667,0.380678081,0.377311006,exp3,61
31,1,within,0.356268989,0.979166667,0.373562545,0.365291489,exp3,61
31,2,between,0.40088053,0.958333333,0.382770759,0.383468318,exp3,61
31,2,within,0.423188877,0.979166667,0.397248544,0.405143877,exp3,61
31,4,between,0.380919523,0.979166667,0.386956114,0.38962563,exp3,61
31,4,within,0.435973764,0.979166667,0.444620541,0.444996264,exp3,61
31,8,between,0.426145267,0.958333333,0.395326824,0.395782941,exp3,61
31,8,within,0.440574135,1,0.539364537,0.484848651,exp3,61
32,1,between,0.550390562,0.9375,0.557149199,0.558078065,exp3,62
32,1,within,0.457970723,1,0.503749943,0.490015584,exp3,62
32,2,between,0.551576,0.958333333,0.541438045,0.536200994,exp3,62
32,2,within,0.5861561,1,0.517487269,0.522066378,exp3,62
32,4,between,0.50663642,0.958333333,0.510015738,0.514323923,exp3,62
32,4,within,0.522072311,0.979166667,0.544961921,0.554117172,exp3,62
32,8,between,0.638391573,1,0.447171123,0.492446851,exp3,62
32,8,within,0.680704788,1,0.599911224,0.586167966,exp3,62
