Subject,setsize,cond,RT,Correct
34,2,wt,0.5438315689655172,0.9666666666666667
34,2,ww,0.5873473533333333,1.0
34,4,bb,0.6382340999999999,0.9666666666666667
34,4,bt,0.623065455,1.0
34,4,wb,0.6856880175438597,0.95
34,4,wt,0.6615518568965517,0.9666666666666667
34,4,ww,0.6752540733333333,1.0
34,8,bb,0.7138284866666667,1.0
34,8,bt,0.6831129576271185,0.9833333333333333
34,8,wb,0.7127347237288135,0.9833333333333333
34,8,wt,0.6611975288135593,0.9833333333333333
34,8,ww,0.74598797,1.0
35,1,bb,0.48711029333333333,1.0
35,1,bt,0.421883606779661,0.9833333333333333
35,1,wb,0.467698225,1.0
35,1,wt,0.41530195789473684,0.95
35,1,ww,0.4770493533333333,1.0
35,2,bb,0.5399225241379311,0.9666666666666667
35,2,bt,0.46648216101694917,0.9833333333333333
35,2,wb,0.5567447711864406,0.9833333333333333
35,2,wt,0.49610851206896556,0.9666666666666667
35,2,ww,0.5240516464285714,0.9333333333333333
35,4,bb,0.5552931433333333,1.0
35,4,bt,0.5188355266666667,1.0
35,4,wb,0.5720952883333333,1.0
35,4,wt,0.5276105807017544,0.95
35,4,ww,0.5788767166666666,1.0
35,8,bb,0.5576319166666667,1.0
35,8,bt,0.576275924137931,0.9666666666666667
35,8,wb,0.6254075135593221,0.9833333333333333
35,8,wt,0.591822196491228,0.95
35,8,ww,0.6783300666666666,1.0
