Subject,setsize,cond,RT,Correct
10,8,wb,0.6562134783333333,1.0
10,8,wt,0.6607912672413793,0.9666666666666667
10,8,ww,0.6465588666666666,1.0
11,1,bb,0.5511768965517242,0.9666666666666667
11,1,bt,0.5569742830508475,0.9833333333333333
11,1,wb,0.571919195,1.0
11,1,wt,0.5154601981818182,0.9166666666666666
11,1,ww,0.5586136814814815,0.9
11,2,bb,0.5603157103448276,0.9666666666666667
11,2,bt,0.5432615090909091,0.9166666666666666
11,2,wb,0.5701405614035088,0.95
11,2,wt,0.5567333214285715,0.9333333333333333
11,2,ww,0.5572437275862069,0.9666666666666667
11,4,bb,0.5853668344827586,0.9666666666666667
11,4,bt,0.5668030983050847,0.9833333333333333
11,4,wb,0.6538625189655172,0.9666666666666667
11,4,wt,0.6575314929824562,0.95
11,4,ww,0.6514047000000001,0.9666666666666667
11,8,bb,0.6518758099999999,1.0
11,8,bt,0.6071312999999999,0.85
11,8,wb,0.6777887754385964,0.95
11,8,wt,0.6709100142857143,0.8166666666666667
11,8,ww,0.6957942038461538,0.8666666666666667
13,1,bb,0.6149863933333334,1.0
13,1,bt,0.5618190440677966,0.9833333333333333
13,1,wb,0.6195724344827587,0.9666666666666667
13,1,wt,0.566742155,1.0
13,1,ww,0.6326447074074074,0.9
13,2,bb,0.7097056137931035,0.9666666666666667
13,2,bt,0.6496653266666667,1.0
13,2,wb,0.7141929850000001,1.0
13,2,wt,0.7028128241379311,0.9666666666666667
13,2,ww,0.7923632433333334,1.0
13,4,bb,0.7554674699999999,1.0
13,4,bt,0.7081922186440678,0.9833333333333333
13,4,wb,0.7815746440677966,0.9833333333333333
13,4,wt,0.7307053508474577,0.9833333333333333
13,4,ww,0.7773533766666667,1.0
13,8,bb,0.7217972931034483,0.9666666666666667
13,8,bt,0.7927422862068966,0.9666666666666667
13,8,wb,0.778856627118644,0.9833333333333333
13,8,wt,0.848483835,1.0
13,8,ww,0.8926260933333334,1.0
14,1,bb,0.5155237379310345,0.9666666666666667
14,1,bt,0.40774365357142855,0.9333333333333333
14,1,wb,0.46289970357142857,0.9333333333333333
14,1,wt,0.4159666916666667,1.0
14,1,ww,0.4612582517241379,0.9666666666666667
14,2,bb,0.5154842642857143,0.9333333333333333
14,2,bt,0.500900698245614,0.95
14,2,wb,0.5429695633333333,1.0
14,2,wt,0.5195101033898305,0.9833333333333333
14,2,ww,0.5445601275862069,0.9666666666666667
14,4,bb,0.5529671300000001,1.0
14,4,bt,0.5722483709090909,0.9166666666666666
14,4,wb,0.5879473711864407,0.9833333333333333
14,4,wt,0.5706067928571429,0.9333333333333333
14,4,ww,0.6157439310344828,0.9666666666666667
14,8,bb,0.5521499166666667,1.0
14,8,bt,0.5896185462962963,0.9
14,8,wb,0.5990479183333334,1.0
14,8,wt,0.649833452,0.8333333333333334
14,8,ww,0.7331534,0.9333333333333333
15,1,bb,0.43368620689655174,0.9666666666666667
15,1,bt,0.44636808474576267,0.9833333333333333
15,1,wb,0.4533416866666667,1.0
15,1,wt,0.4585586232142857,0.9333333333333333
15,1,ww,0.4324105321428572,0.9333333333333333
15,2,bb,0.4895846413793103,0.9666666666666667
15,2,bt,0.4770103053571429,0.9333333333333333
15,2,wb,0.4656963931034483,0.9666666666666667
15,2,wt,0.4618811581818182,0.9166666666666666
15,2,ww,0.4662934,0.9666666666666667
15,4,bb,0.522769225,0.9333333333333333
15,4,bt,0.5132914127272727,0.9166666666666666
15,4,wb,0.5125045516666666,1.0
15,4,wt,0.5274302929824561,0.95
15,4,ww,0.5553492862068966,0.9666666666666667
15,8,bb,0.5517087034482759,0.9666666666666667
15,8,bt,0.5471191557692308,0.8666666666666667
15,8,wb,0.5605311293103449,0.9666666666666667
15,8,wt,0.5664313653061225,0.8166666666666667
15,8,ww,0.585037975862069,0.9666666666666667
16,1,bb,0.5678198285714285,0.9333333333333333
16,1,bt,0.6285537036363636,0.9166666666666666
16,1,wb,0.6213702366666667,1.0
16,1,wt,0.6110946724137931,0.9666666666666667
16,1,ww,0.6648012999999999,0.9666666666666667
16,2,bb,0.6046286310344828,0.9666666666666667
16,2,bt,0.6052481083333333,1.0
16,2,wb,0.6357633525423728,0.9833333333333333
16,2,wt,0.6181085298245614,0.95
16,2,ww,0.6262744766666667,1.0
16,4,bb,0.6886284392857143,0.9333333333333333
16,4,bt,0.7063892214285714,0.9333333333333333
16,4,wb,0.7111164438596491,0.95
16,4,wt,0.7633188017241379,0.9666666666666667
16,4,ww,0.7283583931034483,0.9666666666666667
16,8,bb,0.6619965357142857,0.9333333333333333
16,8,bt,0.7101705298245614,0.95
16,8,wb,0.6957981137931035,0.9666666666666667
16,8,wt,0.6898102142857142,0.9333333333333333
16,8,ww,0.8205744517241379,0.9666666666666667
17,1,bb,0.7250463178571429,0.9333333333333333
17,1,bt,0.5949077672413793,0.9666666666666667
17,1,wb,0.7367461440677967,0.9833333333333333
17,1,wt,0.5648204457627118,0.9833333333333333
17,1,ww,0.7547305827586207,0.9666666666666667
17,2,bb,0.7967081862068965,0.9666666666666667
17,2,bt,0.6902028563636364,0.9166666666666666
17,2,wb,0.797554762962963,0.9
17,2,wt,0.6774665017857143,0.9333333333333333
17,2,ww,0.7532076466666666,1.0
17,4,bb,0.8170489888888889,0.9
17,4,bt,0.8030825196078432,0.85
17,4,wb,0.9739924886792453,0.8833333333333333
17,4,wt,0.8369263958333333,0.8
17,4,ww,1.116206828,0.8333333333333334
17,8,bb,0.9304541785714286,0.9333333333333333
17,8,bt,0.9029644048780489,0.6833333333333333
17,8,wb,1.0432239057692307,0.8666666666666667
17,8,wt,0.9300249086956521,0.7666666666666667
17,8,ww,0.9802884608695652,0.7666666666666667
19,1,bb,0.6038789862068965,0.9666666666666667
19,1,bt,0.5971611355932203,0.9833333333333333
19,1,wb,0.6984979881355932,0.9833333333333333
19,1,wt,0.6493576912280701,0.95
19,1,ww,0.6395832066666666,1.0
19,2,bb,0.77926158,1.0
19,2,bt,0.6905782183333333,1.0
19,2,wb,0.7885352099999999,1.0
19,2,wt,0.7033077637931034,0.9666666666666667
19,2,ww,0.7978025066666666,1.0
19,4,bb,0.7854721962962963,0.9
19,4,bt,0.7412501724137932,0.9666666666666667
19,4,wb,0.7983236474576272,0.9833333333333333
19,4,wt,0.7290684366666667,1.0
19,4,ww,0.82125124,1.0
19,8,bb,0.74571625,1.0
19,8,bt,0.8135012406779661,0.9833333333333333
19,8,wb,0.8358056736842105,0.95
19,8,wt,0.7480979542372881,0.9833333333333333
19,8,ww,0.8736262965517242,0.9666666666666667
20,1,bb,0.59142129,1.0
20,1,bt,0.5509070350877193,0.95
20,1,wb,0.6610278983333333,1.0
20,1,wt,0.5533427679245283,0.8833333333333333
20,1,ww,0.6446212000000001,0.9333333333333333
20,2,bb,0.6315061965517242,0.9666666666666667
20,2,bt,0.6678932200000001,0.9166666666666666
20,2,wb,0.6839917322033898,0.9833333333333333
20,2,wt,0.6629039163636363,0.9166666666666666
20,2,ww,0.6654132666666667,0.9
20,4,bb,0.6800902166666667,1.0
20,4,bt,0.607943849122807,0.95
20,4,wb,0.7331229711864407,0.9833333333333333
20,4,wt,0.6123829508474575,0.9833333333333333
20,4,ww,0.7096330678571429,0.9333333333333333
20,8,bb,0.7266184724137932,0.9666666666666667
20,8,bt,0.6530956551724137,0.9666666666666667
20,8,wb,0.7101554457627118,0.9833333333333333
20,8,wt,0.6896210285714286,0.9333333333333333
20,8,ww,0.6966993448275862,0.9666666666666667
21,1,bb,0.5955116965517241,0.9666666666666667
21,1,bt,0.5743971568965518,0.9666666666666667
21,1,wb,0.6046391644067797,0.9833333333333333
21,1,wt,0.5901025551724137,0.9666666666666667
21,1,ww,0.6230176000000001,1.0
21,2,bb,0.6376584827586207,0.9666666666666667
21,2,bt,0.5990994728813559,0.9833333333333333
21,2,wb,0.6569407620689656,0.9666666666666667
21,2,wt,0.6280332716666667,1.0
21,2,ww,0.6766267166666666,1.0
21,4,bb,0.64492863,1.0
21,4,bt,0.6023839627118645,0.9833333333333333
21,4,wb,0.6559559983050848,0.9833333333333333
21,4,wt,0.5888334965517241,0.9666666666666667
21,4,ww,0.6773351933333333,1.0
21,8,bb,0.6288731655172414,0.9666666666666667
21,8,bt,0.6267174067796609,0.9833333333333333
21,8,wb,0.6713860482758621,0.9666666666666667
21,8,wt,0.6394803310344828,0.9666666666666667
21,8,ww,0.7089326896551724,0.9666666666666667
22,1,bb,0.7020759758620689,0.9666666666666667
22,1,bt,0.6226793133333334,1.0
22,1,wb,0.6961768847457628,0.9833333333333333
22,1,wt,0.6265193448275862,0.9666666666666667
22,1,ww,0.6730331799999999,1.0
22,2,bb,0.7150872233333333,1.0
22,2,bt,0.6622006233333334,1.0
22,2,wb,0.7652932758620691,0.9666666666666667
22,2,wt,0.6187583516666667,1.0
22,2,ww,0.6832602344827585,0.9666666666666667
22,4,bb,0.8222550133333333,1.0
22,4,bt,0.7491581810344827,0.9666666666666667
22,4,wb,0.875559493220339,0.9833333333333333
22,4,wt,0.8009310254237288,0.9833333333333333
22,4,ww,0.8921290666666667,1.0
22,8,bb,0.8134405964285714,0.9333333333333333
22,8,bt,0.7347806423728813,0.9833333333333333
22,8,wb,0.8202195644067797,0.9833333333333333
22,8,wt,0.7579137641509434,0.8833333333333333
22,8,ww,0.8175559964285714,0.9333333333333333
23,1,bb,0.593185724137931,0.9666666666666667
23,1,bt,0.5624585732142857,0.9333333333333333
23,1,wb,0.5692953839285714,0.9333333333333333
23,1,wt,0.548582950877193,0.95
23,1,ww,0.5714261392857143,0.9333333333333333
23,2,bb,0.5548373555555556,0.9
23,2,bt,0.5138072618181818,0.9166666666666666
23,2,wb,0.5529595551724138,0.9666666666666667
23,2,wt,0.5284168821428572,0.9333333333333333
23,2,ww,0.5676225714285714,0.9333333333333333
23,4,bb,0.5655350275862069,0.9666666666666667
23,4,bt,0.5385104553571429,0.9333333333333333
23,4,wb,0.6159144107142858,0.9333333333333333
23,4,wt,0.5564679933333333,1.0
23,4,ww,0.6242706689655173,0.9666666666666667
23,8,bb,0.5566809172413794,0.9666666666666667
23,8,bt,0.591329125,0.8
23,8,wb,0.6309457035087719,0.95
23,8,wt,0.6032731525,0.6666666666666666
23,8,ww,0.5925466033333334,1.0
24,1,bb,0.5513165689655173,0.9666666666666667
24,1,bt,0.5264818883333333,1.0
24,1,wb,0.6366047672413793,0.9666666666666667
24,1,wt,0.5258265,0.9833333333333333
24,1,ww,0.6410291857142857,0.9333333333333333
24,2,bb,0.6263021714285715,0.9333333333333333
24,2,bt,0.5878257214285715,0.9333333333333333
24,2,wb,0.673058050877193,0.95
24,2,wt,0.5672970830508475,0.9833333333333333
24,2,ww,0.6534493033333334,1.0
24,4,bb,0.6317884962962963,0.9
24,4,bt,0.6018769813559322,0.9833333333333333
24,4,wb,0.6835804966101695,0.9833333333333333
24,4,wt,0.6066565392857143,0.9333333333333333
24,4,ww,0.67329935,0.9333333333333333
24,8,bb,0.7435781464285715,0.9333333333333333
24,8,bt,0.6698199189655172,0.9666666666666667
24,8,wb,0.6774281396551725,0.9666666666666667
24,8,wt,0.680470624137931,0.9666666666666667
24,8,ww,0.7615791827586208,0.9666666666666667
25,1,bb,0.6387397785714286,0.9333333333333333
25,1,bt,0.5834637864406779,0.9833333333333333
25,1,wb,0.634374920338983,0.9833333333333333
25,1,wt,0.5921318999999999,0.9833333333333333
25,1,ww,0.5909765379310344,0.9666666666666667
25,2,bb,0.7120877333333333,0.9
25,2,bt,0.6710891,0.9833333333333333
25,2,wb,0.7027110568965517,0.9666666666666667
25,2,wt,0.699796520338983,0.9833333333333333
25,2,ww,0.6943449866666666,1.0
25,4,bb,0.6828010689655173,0.9666666666666667
25,4,bt,0.686041735,1.0
25,4,wb,0.7285217694915255,0.9833333333333333
25,4,wt,0.7185603372881356,0.9833333333333333
25,4,ww,0.7107594071428572,0.9333333333333333
25,8,bb,0.66124617,1.0
25,8,bt,0.7057083383333332,1.0
25,8,wb,0.7224955933333334,1.0
25,8,wt,0.7356742189655172,0.9666666666666667
25,8,ww,0.7366651566666668,1.0
26,1,bb,0.44822437142857147,0.9333333333333333
26,1,bt,0.4290587732142857,0.9333333333333333
26,1,wb,0.463791275,0.9333333333333333
26,1,wt,0.4241171105263158,0.95
26,1,ww,0.46490917499999995,0.9333333333333333
26,2,bb,0.5285295037037037,0.9
26,2,bt,0.49073081153846154,0.8666666666666667
26,2,wb,0.5254515017857143,0.9333333333333333
26,2,wt,0.49334893090909093,0.9166666666666666
26,2,ww,0.5360092866666667,1.0
26,4,bb,0.5190853,1.0
26,4,bt,0.5019302586206897,0.9666666666666667
26,4,wb,0.5281817406779661,0.9833333333333333
26,4,wt,0.5017886431372549,0.85
26,4,ww,0.550234108,0.8333333333333334
26,8,bb,0.5110705620689655,0.9666666666666667
26,8,bt,0.5799567818181818,0.9166666666666666
26,8,wb,0.5859098666666668,0.95
26,8,wt,0.542265075925926,0.9
26,8,ww,0.6185902,0.9333333333333333
27,1,bb,0.6242774900000001,1.0
27,1,bt,0.5111009413793104,0.9666666666666667
27,1,wb,0.6288528433333334,1.0
27,1,wt,0.5367664684210527,0.95
27,1,ww,0.6280727933333333,1.0
27,2,bb,0.5987996733333334,1.0
27,2,bt,0.5674993854545454,0.9166666666666666
27,2,wb,0.715229306779661,0.9833333333333333
27,2,wt,0.6077840600000001,0.9166666666666666
27,2,ww,0.6769560166666667,1.0
27,4,bb,0.6264847620689655,0.9666666666666667
27,4,bt,0.580551574137931,0.9666666666666667
27,4,wb,0.6850786771929824,0.95
27,4,wt,0.5984849372881356,0.9833333333333333
27,4,ww,0.6711239034482759,0.9666666666666667
27,8,bb,0.6448225133333333,1.0
27,8,bt,0.6734203051724138,0.9666666666666667
27,8,wb,0.7650822620689655,0.9666666666666667
27,8,wt,0.6561535322033899,0.9833333333333333
27,8,ww,0.807798425925926,0.9
28,1,bb,0.36378303666666667,1.0
28,1,bt,0.4479484322033898,0.9833333333333333
28,1,wb,0.3792355189655172,0.9666666666666667
28,1,wt,0.4457320701754386,0.95
28,1,ww,0.3845366482758621,0.9666666666666667
28,2,bb,0.4241562433333333,1.0
28,2,bt,0.5041931068965517,0.9666666666666667
28,2,wb,0.46217536,1.0
28,2,wt,0.5132531781818183,0.9166666666666666
28,2,ww,0.48911858571428574,0.9333333333333333
28,4,bb,0.4276233333333333,1.0
28,4,bt,0.54307554,1.0
28,4,wb,0.47314310877192983,0.95
28,4,wt,0.5445840379310345,0.9666666666666667
28,4,ww,0.4906393066666667,1.0
28,8,bb,0.4826879,1.0
28,8,bt,0.5597988423728814,0.9833333333333333
28,8,wb,0.5033504866666667,1.0
28,8,wt,0.5577128327586207,0.9666666666666667
28,8,ww,0.5620863931034482,0.9666666666666667
29,1,bb,0.5815762724137932,0.9666666666666667
29,1,bt,0.53459025,0.9666666666666667
29,1,wb,0.5843671844827586,0.9666666666666667
29,1,wt,0.49795762711864405,0.9833333333333333
29,1,ww,0.5916314896551724,0.9666666666666667
29,2,bb,0.57311172,1.0
29,2,bt,0.5949287745762712,0.9833333333333333
29,2,wb,0.6207247610169492,0.9833333333333333
29,2,wt,0.5748604983050848,0.9833333333333333
29,2,ww,0.61350465,1.0
29,4,bb,0.5948896,1.0
29,4,bt,0.606941575862069,0.9666666666666667
29,4,wb,0.63492254,1.0
29,4,wt,0.6371771084745762,0.9833333333333333
29,4,ww,0.6464636666666667,1.0
29,8,bb,0.6584982966666666,1.0
29,8,bt,0.6462478017241379,0.9666666666666667
29,8,wb,0.6969572627118643,0.9833333333333333
29,8,wt,0.6638647298245614,0.95
29,8,ww,0.7679135666666668,1.0
30,1,bb,0.6421101,0.9666666666666667
30,1,bt,0.7064313,0.8833333333333333
30,1,wb,0.6446190431034482,0.9666666666666667
30,1,wt,0.7191426581818181,0.9166666666666666
30,1,ww,0.6043641642857143,0.9333333333333333
30,2,bb,0.6602715571428571,0.9333333333333333
30,2,bt,0.6816664254237289,0.9833333333333333
30,2,wb,0.7394799859649123,0.95
30,2,wt,0.6393342456140351,0.95
30,2,ww,0.7393577333333333,1.0
30,4,bb,0.8094391172413793,0.9666666666666667
30,4,bt,0.6657164912280701,0.95
30,4,wb,0.7933273844827586,0.9666666666666667
30,4,wt,0.773852296491228,0.95
30,4,ww,0.8794809633333334,1.0
30,8,bb,0.6271694482758621,0.9666666666666667
30,8,bt,0.6711151549019607,0.85
30,8,wb,0.7909371749999999,0.9333333333333333
30,8,wt,0.6851084403846154,0.8666666666666667
30,8,ww,0.8278348692307692,0.8666666666666667
31,1,bb,0.6110801571428571,0.9333333333333333
31,1,bt,0.565011624137931,0.9666666666666667
31,1,wb,0.6535065438596491,0.95
31,1,wt,0.5966635298245614,0.95
31,1,ww,0.6607513965517241,0.9666666666666667
31,2,bb,0.633863548275862,0.9666666666666667
31,2,bt,0.6282092372881356,0.9833333333333333
31,2,wb,0.6605921338983051,0.9833333333333333
31,2,wt,0.6638515661016949,0.9833333333333333
31,2,ww,0.6757362600000001,1.0
31,4,bb,0.6426490379310345,0.9666666666666667
31,4,bt,0.6507046140350876,0.95
31,4,wb,0.6692877474576272,0.9833333333333333
31,4,wt,0.6937069266666666,1.0
31,4,ww,0.7792905827586207,0.9666666666666667
31,8,bb,0.7226100433333333,1.0
31,8,bt,0.7023663127272728,0.9166666666666666
31,8,wb,0.7389071410714285,0.9333333333333333
31,8,wt,0.7488305145454546,0.9166666666666666
31,8,ww,0.7967921166666667,1.0
32,1,bb,0.5277292518518518,0.9
32,1,bt,0.4595292033898305,0.9833333333333333
32,1,wb,0.5211549033898305,0.9833333333333333
32,1,wt,0.4522354559322034,0.9833333333333333
32,1,ww,0.5719661034482758,0.9666666666666667
32,2,bb,0.6096103678571428,0.9333333333333333
32,2,bt,0.5399862684210526,0.95
32,2,wb,0.6334776672413793,0.9666666666666667
32,2,wt,0.5639427785714286,0.9333333333333333
32,2,ww,0.6404328600000001,1.0
32,4,bb,0.6578575035714286,0.9333333333333333
32,4,bt,0.5653035310344827,0.9666666666666667
32,4,wb,0.6576760542372881,0.9833333333333333
32,4,wt,0.5749064535714286,0.9333333333333333
32,4,ww,0.6815444866666667,1.0
32,8,bb,0.605407857142857,0.9333333333333333
32,8,bt,0.5802350035087719,0.95
32,8,wb,0.6756211762711865,0.9833333333333333
32,8,wt,0.6124470181818182,0.9166666666666666
32,8,ww,0.6795532413793104,0.9666666666666667
33,1,bb,0.52268326,1.0
33,1,bt,0.4157795614035088,0.95
33,1,wb,0.5309294508474576,0.9833333333333333
33,1,wt,0.4385701724137931,0.9666666666666667
33,1,ww,0.5483550714285714,0.9333333333333333
33,2,bb,0.6727126178571429,0.9333333333333333
33,2,bt,0.5469266535714286,0.9333333333333333
33,2,wb,0.6309891545454545,0.9166666666666666
33,2,wt,0.5309033881355932,0.9833333333333333
33,2,ww,0.6754135966666667,1.0
33,4,bb,0.7451906733333333,1.0
33,4,bt,0.5830560677966102,0.9833333333333333
33,4,wb,0.7662388689655172,0.9666666666666667
33,4,wt,0.5961280677966102,0.9833333333333333
33,4,ww,0.7021102733333334,1.0
33,8,bb,0.6908620689655173,0.9666666666666667
33,8,bt,0.5980153517857143,0.9333333333333333
33,8,wb,0.705975647368421,0.95
33,8,wt,0.6294269232142857,0.9333333333333333
33,8,ww,0.7460929464285714,0.9333333333333333
34,1,bb,0.60763168,1.0
34,1,bt,0.49923810677966096,0.9833333333333333
34,1,wb,0.5904619551724138,0.9666666666666667
34,1,wt,0.4966206254237288,0.9833333333333333
34,1,ww,0.57076788,1.0
34,2,bb,0.5853992166666667,1.0
34,2,bt,0.5537848596491228,0.95
34,2,wb,0.5860440258620689,0.9666666666666667
