cate,subCate,stimulus,schAns,cond,markCode,dur,acc,markCodeResp,onsetT,rt,resp,setsize,block,subj,age,gender,handed
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,1.8,1,96,92.7866144,0.5441178,f,1,Objects,1,30,F,L
Objects,cookpot,Stimuli/Objects/cookpot/ACOOKPO56.jpg,j,within,121,1.8,1,96,94.7985522,0.6561913,j,1,Objects,1,30,F,L
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_13.jpg,j,between,211,1.8,1,96,96.808555,0.7331951,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,2.3,1,96,98.8183547,0.5953477,f,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,2.3,1,96,101.3285003,0.5533018,f,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,1.8,1,96,103.8377668,0.5520306,f,1,Objects,1,30,F,L
Animals,wolf,Stimuli/Animals/wolf/wolf_06.jpg,j,between,211,1.8,1,96,105.8492202,0.6284993,j,1,Objects,1,30,F,L
Objects,glove,Stimuli/Objects/glove/golf-glove.jpg,j,within,121,1.8,1,96,107.8615952,0.660196,j,1,Objects,1,30,F,L
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_06.jpg,j,between,211,2.3,1,96,109.8714626,0.5064778,j,1,Objects,1,30,F,L
Objects,spoon,Stimuli/Objects/spoon/720-1.jpg,j,within,121,2.3,1,96,112.3822367,0.571423,j,1,Objects,1,30,F,L
Objects,hairbrush,Stimuli/Objects/hairbrush/B0006BKG7U.01-A1NDBS7YGOPBD6._SCLZZZZZZZ_SS500_.jpg,j,within,121,1.8,1,96,114.8933447,0.6643588,j,1,Objects,1,30,F,L
Objects,makeupcompact,Stimuli/Objects/makeupcompact/P109965_hero.jpg,j,within,121,1.8,1,96,116.9067761,0.6589062,j,1,Objects,1,30,F,L
Animals,deer,Stimuli/Animals/deer/deer_13.jpg,j,between,211,1.8,1,96,118.9193697,0.5493135,j,1,Objects,1,30,F,L
Objects,bed,Stimuli/Objects/bed/51442C3RKNL._AA262_.jpg,j,within,121,2.3,1,96,120.9306208,0.3981201,j,1,Objects,1,30,F,L
Animals,wolf,Stimuli/Animals/wolf/wolf_12.jpg,j,between,211,2.3,1,96,123.4419047,0.4747372,j,1,Objects,1,30,F,L
Animals,reptile,Stimuli/Animals/reptile/reptile_17.jpg,j,between,211,1.8,1,96,125.9529605,0.351657,j,1,Objects,1,30,F,L
Animals,suiformes,Stimuli/Animals/suiformes/suiformes_13.jpg,j,between,211,1.8,1,96,127.9631501,0.4255373,j,1,Objects,1,30,F,L
Animals,suiformes,Stimuli/Animals/suiformes/suiformes_11.jpg,j,between,211,1.8,1,96,129.9725313,0.3521399,j,1,Objects,1,30,F,L
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher19.jpg,j,within,121,2.3,1,96,131.981293,0.3873643,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,1.8,1,96,134.4915476,0.5250093,f,1,Objects,1,30,F,L
Animals,poultry,Stimuli/Animals/poultry/poultry_10.jpg,j,between,211,2.3,1,96,136.5008775,0.475968,j,1,Objects,1,30,F,L
Animals,primate,Stimuli/Animals/primate/primate_09.jpg,j,between,211,2.3,1,96,139.0122484,0.4963267,j,1,Objects,1,30,F,L
Objects,makeupcompact,Stimuli/Objects/makeupcompact/P95108_hero.jpg,j,within,121,1.8,1,96,141.5238017,0.3678087,j,1,Objects,1,30,F,L
Animals,beast,Stimuli/Animals/beast/beast_14.jpg,j,between,211,2.3,1,96,143.5337138,0.3738834,j,1,Objects,1,30,F,L
Animals,deer,Stimuli/Animals/deer/deer_14.jpg,j,between,211,2.3,1,96,146.046432,0.3691818,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,1.8,1,96,148.5561216,0.5595249,f,1,Objects,1,30,F,L
Objects,camcorder,Stimuli/Objects/camcorder/sony-HDR-HC3-camcorder.jpg,j,within,121,1.8,1,96,150.5683693,0.4912302,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,2.3,0,96,152.578651,0.37303,j,1,Objects,1,30,F,L
Objects,sofa,Stimuli/Objects/sofa/AREDCOUC5.jpg,j,within,121,2.3,1,96,155.0883763,0.4312048,j,1,Objects,1,30,F,L
Objects,camcorder,Stimuli/Objects/camcorder/Style-DV3.jpg,j,within,121,2.3,1,96,157.5996134,0.5798986,j,1,Objects,1,30,F,L
Objects,bed,Stimuli/Objects/bed/furniture_4.jpg,j,within,121,2.3,1,96,160.1120848,0.7555027,j,1,Objects,1,30,F,L
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE7.jpg,j,within,121,2.3,1,96,162.6231366,0.6763659,j,1,Objects,1,30,F,L
Animals,fish,Stimuli/Animals/fish/fish_12.jpg,j,between,211,1.8,1,96,165.1327572,0.4178179,j,1,Objects,1,30,F,L
Objects,ceilingfan,Stimuli/Objects/ceilingfan/6452cd12-10c6-492a-b59c-ffac9f8f4b0c_300.jpg,j,within,121,1.8,1,96,167.1445212,0.6500047,j,1,Objects,1,30,F,L
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_07.jpg,j,between,211,2.3,1,96,169.1549088,0.4236698,j,1,Objects,1,30,F,L
Animals,horse,Stimuli/Animals/horse/horse_06.jpg,j,between,211,2.3,1,96,171.6661514,0.3685258,j,1,Objects,1,30,F,L
Objects,glove,Stimuli/Objects/glove/Awinterglove2.jpg,j,within,121,1.8,1,96,174.1775647,0.3690089,j,1,Objects,1,30,F,L
Animals,primate,Stimuli/Animals/primate/primate_16.jpg,j,between,211,1.8,1,96,176.1870914,0.4354539,j,1,Objects,1,30,F,L
Animals,frog,Stimuli/Animals/frog/frog_02.jpg,j,between,211,2.3,1,96,178.1958359,0.3387167,j,1,Objects,1,30,F,L
Objects,flashlight,Stimuli/Objects/flashlight/11900.jpg,j,within,121,1.8,1,96,180.7049966,0.5614211,j,1,Objects,1,30,F,L
Animals,fish,Stimuli/Animals/fish/fish_03.jpg,j,between,211,2.3,1,96,182.7157318,0.4227926,j,1,Objects,1,30,F,L
Objects,abacus,Stimuli/Objects/abacus/ab30-1-900.jpg,j,within,121,1.8,1,96,185.226717,0.7187743,j,1,Objects,1,30,F,L
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher18.jpg,j,within,121,2.3,1,96,187.2360875,1.0933212,j,1,Objects,1,30,F,L
Objects,sofa,Stimuli/Objects/sofa/dickens-sofa-main.jpg,j,within,121,2.3,1,96,189.7452938,0.6721979,j,1,Objects,1,30,F,L
Objects,bowtie,Stimuli/Objects/bowtie/793_699_popup.jpg,j,within,121,2.3,1,96,192.2546323,0.5548231,j,1,Objects,1,30,F,L
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_17.jpg,j,between,211,1.8,1,96,194.7635699,0.7058494,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,2.3,1,96,196.7726191,0.5768689,f,1,Objects,1,30,F,L
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_06.jpg,j,between,211,2.3,1,96,199.2837289,0.7336998,j,1,Objects,1,30,F,L
Animals,seashell,Stimuli/Animals/seashell/seashell_17.jpg,j,between,211,1.8,1,96,201.7945799,0.7229699,j,1,Objects,1,30,F,L
Objects,ceilingfan,Stimuli/Objects/ceilingfan/cc2848e5-1f8e-49af-94b0-8c4d3ea0f488_300.jpg,j,within,121,2.3,1,96,203.8048476,0.6205426,j,1,Objects,1,30,F,L
Objects,bongo,Stimuli/Objects/bongo/ABONGDRUM.jpg,j,within,121,2.3,1,96,206.315944,0.7134436,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,1.8,1,96,208.8254194,0.5429756,f,1,Objects,1,30,F,L
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_10.jpg,j,between,211,1.8,1,96,210.8364494,0.7559418,j,1,Objects,1,30,F,L
Animals,reptile,Stimuli/Animals/reptile/reptile_11.jpg,j,between,211,1.8,1,96,212.8459848,0.5543817,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,1.8,1,96,214.8554325,0.580972,f,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,2.3,1,96,216.8660472,0.8543185,f,1,Objects,1,30,F,L
Animals,panthera,Stimuli/Animals/panthera/panthera_05.jpg,j,between,211,1.8,1,96,219.3771901,0.4512085,j,1,Objects,1,30,F,L
Objects,motorcycle,Stimuli/Objects/motorcycle/2006-Buell-LightningXB12Sa.jpg,j,within,121,2.3,1,96,221.3877973,0.4526164,j,1,Objects,1,30,F,L
Objects,abacus,Stimuli/Objects/abacus/AbacusWoodScorekeeper300.jpg,j,within,121,1.8,1,96,223.8977285,0.3905786,j,1,Objects,1,30,F,L
Objects,ringbinder,Stimuli/Objects/ringbinder/WLJ36813NBL_1_1_400.JPG,f,targ,91,2.3,1,96,225.906659,0.6416496,f,1,Objects,1,30,F,L
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_14.jpg,j,within,111,1.8,1,96,256.9726266,0.8535852,j,1,Animals,1,30,F,L
Animals,wolf,Stimuli/Animals/wolf/wolf_08.jpg,j,within,111,2.3,1,96,258.9856761,0.6606318,j,1,Animals,1,30,F,L
Animals,suiformes,Stimuli/Animals/suiformes/suiformes_05.jpg,j,within,111,2.3,1,96,261.4957912,0.5586044,j,1,Animals,1,30,F,L
Animals,suiformes,Stimuli/Animals/suiformes/suiformes_15.jpg,j,within,111,2.3,1,96,264.0066398,0.5396138,j,1,Animals,1,30,F,L
Animals,beast,Stimuli/Animals/beast/beast_10.jpg,j,within,111,1.8,1,96,266.5166894,0.3814894,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,1.8,1,96,268.5266537,0.4274781,f,1,Animals,1,30,F,L
Animals,wolf,Stimuli/Animals/wolf/wolf_15.jpg,j,within,111,2.3,1,96,270.5379531,0.3802355,j,1,Animals,1,30,F,L
Animals,frog,Stimuli/Animals/frog/frog_04.jpg,j,within,111,1.8,1,96,273.0479106,0.5582642,j,1,Animals,1,30,F,L
Animals,deer,Stimuli/Animals/deer/deer_02.jpg,j,within,111,2.3,1,96,275.0592782,0.5538995,j,1,Animals,1,30,F,L
Animals,panthera,Stimuli/Animals/panthera/panthera_12.jpg,j,within,111,2.3,1,96,277.5704515,0.4747227,j,1,Animals,1,30,F,L
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE4.jpg,j,between,221,1.8,1,96,280.0819553,0.3316493,j,1,Animals,1,30,F,L
Animals,poultry,Stimuli/Animals/poultry/poultry_02.jpg,j,within,111,1.8,1,96,282.0934451,0.5917841,j,1,Animals,1,30,F,L
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_04.jpg,j,within,111,1.8,1,96,284.1036701,0.7254404,j,1,Animals,1,30,F,L
Animals,seashell,Stimuli/Animals/seashell/seashell_11.jpg,j,within,111,2.3,1,96,286.114635,0.5264741,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,2.3,0,96,288.6249328,0.3562151,j,1,Animals,1,30,F,L
Objects,bed,Stimuli/Objects/bed/51MGXGZ9TYL._AA262_.jpg,j,between,221,1.8,1,96,291.1368732,0.3642762,j,1,Animals,1,30,F,L
Objects,cookpot,Stimuli/Objects/cookpot/26378630.thl.jpg,j,between,221,2.3,1,96,293.1463944,0.8227646,j,1,Animals,1,30,F,L
Animals,reptile,Stimuli/Animals/reptile/reptile_03.jpg,j,within,111,2.3,1,96,295.6571094,0.5400154,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,1.8,1,96,298.1662086,0.529818,f,1,Animals,1,30,F,L
Animals,reptile,Stimuli/Animals/reptile/reptile_07.jpg,j,within,111,2.3,1,96,300.1769497,0.4991349,j,1,Animals,1,30,F,L
Objects,spoon,Stimuli/Objects/spoon/spoon3.jpg,j,between,221,2.3,1,96,302.6875957,0.8687499,j,1,Animals,1,30,F,L
Objects,makeupcompact,Stimuli/Objects/makeupcompact/31YfapjS3TL._AA250_.jpg,j,between,221,2.3,1,96,305.1972434,0.4468175,j,1,Animals,1,30,F,L
Objects,ceilingfan,Stimuli/Objects/ceilingfan/d053bc6d-a624-4aff-82ff-480ec0396d53_300.jpg,j,between,221,1.8,1,96,307.7071441,0.39304,j,1,Animals,1,30,F,L
Objects,hairbrush,Stimuli/Objects/hairbrush/B000A7Y1X0.01-A3MUP0TQW88EYV._SCLZZZZZZZ_V23462953_SS500_.jpg,j,between,221,2.3,1,96,309.7158114,0.3762618,j,1,Animals,1,30,F,L
Animals,primate,Stimuli/Animals/primate/primate_11.jpg,j,within,111,1.8,1,96,312.2272456,0.5649127,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,2.3,1,96,314.2383129,0.7177641,f,1,Animals,1,30,F,L
Objects,camcorder,Stimuli/Objects/camcorder/Canon TX1[3].jpg,j,between,221,2.3,1,96,316.750965,0.7650318,j,1,Animals,1,30,F,L
Objects,bed,Stimuli/Objects/bed/6152JCYP56L._AA262_.jpg,j,between,221,2.3,1,96,319.2630069,0.4242525,j,1,Animals,1,30,F,L
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE.jpg,j,between,221,2.3,1,96,321.7736274,0.4573623,j,1,Animals,1,30,F,L
Objects,abacus,Stimuli/Objects/abacus/ab91.jpg,j,between,221,1.8,1,96,324.2832633,0.4357317,j,1,Animals,1,30,F,L
Animals,fish,Stimuli/Animals/fish/fish_04.jpg,j,within,111,1.8,1,96,326.2924098,0.4306403,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,2.3,1,96,328.302757,0.6322487,f,1,Animals,1,30,F,L
Objects,glove,Stimuli/Objects/glove/ABOXGLOV3.jpg,j,between,221,2.3,1,96,330.8128956,0.7220209,j,1,Animals,1,30,F,L
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_08.jpg,j,within,111,1.8,1,96,333.3249787,0.7540476,j,1,Animals,1,30,F,L
Objects,abacus,Stimuli/Objects/abacus/url.jpg,j,between,221,2.3,1,96,335.3347248,0.516297,j,1,Animals,1,30,F,L
Objects,ceilingfan,Stimuli/Objects/ceilingfan/51312568-cd00-4241-9638-47ae9f33fbaa_300.jpg,j,between,221,2.3,1,96,337.8436073,0.5835889,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,1.8,1,96,340.353339,0.4855978,f,1,Animals,1,30,F,L
Objects,flashlight,Stimuli/Objects/flashlight/AV-9 No Battery Flashlight.jpg,j,between,221,2.3,1,96,342.3650456,0.392949,j,1,Animals,1,30,F,L
Objects,bongo,Stimuli/Objects/bongo/26390728.thl.jpg,j,between,221,1.8,1,96,344.8786896,0.5112645,j,1,Animals,1,30,F,L
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_06.jpg,j,within,111,2.3,1,96,346.8909032,0.3950381,j,1,Animals,1,30,F,L
Animals,horse,Stimuli/Animals/horse/horse_16.jpg,j,within,111,2.3,1,96,349.4031839,0.4307267,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,1.8,1,96,351.914387,0.6315373,f,1,Animals,1,30,F,L
Animals,fish,Stimuli/Animals/fish/fish_10.jpg,j,within,111,1.8,1,96,353.9272745,0.5546916,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,2.3,1,96,355.9376616,0.7002395,f,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,2.3,0,96,358.4476346,0.5302417,j,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,1.8,1,96,360.9569361,0.8689592,f,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,1.8,1,96,362.9681429,0.4577372,f,1,Animals,1,30,F,L
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,f,targ,91,2.3,1,96,364.9787598,0.3863685,f,1,Animals,1,30,F,L
Objects,motorcycle,Stimuli/Objects/motorcycle/motorcycle40.jpg,j,between,221,1.8,1,96,367.4906349,0.4782138,j,1,Animals,1,30,F,L
Objects,glove,Stimuli/Objects/glove/gauntlet_3kev_leather_motorcycle_biker_gloves_b(250).jpg,j,between,221,1.8,1,96,369.5020816,0.6587535,j,1,Animals,1,30,F,L
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher57.jpg,j,between,221,1.8,1,96,371.5147577,0.5901143,j,1,Animals,1,30,F,L
Objects,makeupcompact,Stimuli/Objects/makeupcompact/P0754_hero.jpg,j,between,221,1.8,1,96,373.5248936,0.611914,j,1,Animals,1,30,F,L
Animals,primate,Stimuli/Animals/primate/primate_06.jpg,j,within,111,1.8,1,96,375.5372437,0.4955976,j,1,Animals,1,30,F,L
Objects,sofa,Stimuli/Objects/sofa/ALOVSEA15.jpg,j,between,221,1.8,1,96,377.547886,0.3649996,j,1,Animals,1,30,F,L
Animals,deer,Stimuli/Animals/deer/deer_08.jpg,j,within,111,2.3,1,96,379.5602768,0.3045701,j,1,Animals,1,30,F,L
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_04.jpg,j,within,111,2.3,1,96,382.070512,0.6783564,j,1,Animals,1,30,F,L
Objects,pitcher,Stimuli/Objects/pitcher/BH lg iced pitcher.jpg,j,between,221,1.8,1,96,384.5826129,0.6102673,j,1,Animals,1,30,F,L
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_03.jpg,j,within,111,1.8,1,96,386.5926813,0.5471819,j,1,Animals,1,30,F,L
Objects,camcorder,Stimuli/Objects/camcorder/camcorderf235f333.jpg,j,between,221,1.8,1,96,388.604028,0.6998152,j,1,Animals,1,30,F,L
Objects,sofa,Stimuli/Objects/sofa/ACOUCH14.jpg,j,between,221,1.8,1,96,390.615306,0.716518,j,1,Animals,1,30,F,L
Objects,hat,Stimuli/Objects/hat/Ahatwithfeath.jpg,f,targ,92,1.8,1,96,703.0073035,0.6416152,f,2,Objects,1,30,F,L
Objects,camcorder,Stimuli/Objects/camcorder/canonhv10camcorder.jpg,j,within,122,1.8,1,96,705.019485,0.4932909,j,2,Objects,1,30,F,L
Animals,suiformes,Stimuli/Animals/suiformes/suiformes_10.jpg,j,between,212,1.8,1,96,707.0275379,0.5092078,j,2,Objects,1,30,F,L
Animals,fish,Stimuli/Animals/fish/fish_02.jpg,j,between,212,1.8,1,96,709.0363889,0.6243587,j,2,Objects,1,30,F,L
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,f,targ,92,1.8,1,96,711.0458933,0.5907869,f,2,Objects,1,30,F,L
Objects,hat,Stimuli/Objects/hat/Ahatwithfeath.jpg,f,targ,92,2.3,1,96,713.0558228,0.5249833,f,2,Objects,1,30,F,L
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,f,targ,92,2.3,1,96,715.5648631,0.6438787,f,2,Objects,1,30,F,L
Objects,ceilingfan,Stimuli/Objects/ceilingfan/893dea26-1d75-4a59-954b-03ca3439bfbe_300.jpg,j,within,122,1.8,1,96,718.0741672,0.5585318,j,2,Objects,1,30,F,L
Animals,suiformes,Stimuli/Animals/suiformes/suiformes_14.jpg,j,between,212,1.8,1,96,720.0830056,0.536724,j,2,Objects,1,30,F,L
Animals,seashell,Stimuli/Animals/seashell/seashell_03.jpg,j,between,212,1.8,1,96,722.0928995,0.5869438,j,2,Objects,1,30,F,L
Animals,horse,Stimuli/Animals/horse/horse_03.jpg,j,between,212,2.3,1,96,724.1039977,0.4079051,j,2,Objects,1,30,F,L
Objects,flashlight,Stimuli/Objects/flashlight/new04.jpg,j,within,122,1.8,1,96,726.6136102,0.3700359,j,2,Objects,1,30,F,L
Animals,fish,Stimuli/Animals/fish/fish_08.jpg,j,between,212,2.3,1,96,728.6234069,0.2842424,j,2,Objects,1,30,F,L
Objects,ceilingfan,Stimuli/Objects/ceilingfan/c9151c3f-a859-4abe-804b-8b1f59df8a75_300.jpg,j,within,122,2.3,1,96,731.1336517,0.2619623,j,2,Objects,1,30,F,L
Objects,bongo,Stimuli/Objects/bongo/26390667.thl.jpg,j,within,122,2.3,1,96,733.6425661,0.5253422,j,2,Objects,1,30,F,L
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,f,targ,92,2.3,1,96,736.1506572,0.5370764,f,2,Objects,1,30,F,L
Objects,abacus,Stimuli/Objects/abacus/2sm.jpg,j,within,122,1.8,1,96,738.6619465,0.6257211,j,2,Objects,1,30,F,L
Animals,panthera,Stimuli/Animals/panthera/panthera_09.jpg,j,between,212,1.8,1,96,740.6739947,0.9096487,j,2,Objects,1,30,F,L
Animals,beast,Stimuli/Animals/beast/beast_09.jpg,j,between,212,2.3,1,96,742.6837517,0.6668693,j,2,Objects,1,30,F,L
Objects,hat,Stimuli/Objects/hat/Ahatwithfeath.jpg,f,targ,92,1.8,1,96,745.1929476,0.5777208,f,2,Objects,1,30,F,L
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher46.jpg,j,within,122,2.3,1,96,747.2041776,0.7064667,j,2,Objects,1,30,F,L
Animals,primate,Stimuli/Animals/primate/primate_04.png,j,between,212,1.8,1,96,749.7192929,0.6993155,j,2,Objects,1,30,F,L
Animals,wolf,Stimuli/Animals/wolf/wolf_10.jpg,j,between,212,2.3,1,96,751.7289348,0.781721,j,2,Objects,1,30,F,L
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher29.jpg,j,within,122,2.3,1,96,754.2389271,0.6237084,j,2,Objects,1,30,F,L
Objects,sofa,Stimuli/Objects/sofa/HENRY-Sofa-falg8068-05-72X34X34.jpg,j,within,122,2.3,1,96,756.7478099,0.554773,j,2,Objects,1,30,F,L
Objects,makeupcompact,Stimuli/Objects/makeupcompact/P187133_hero.jpg,j,within,122,1.8,1,96,759.2574756,0.597133,j,2,Objects,1,30,F,L
Objects,bowtie,Stimuli/Objects/bowtie/ABOWTIE10.jpg,j,within,122,2.3,1,96,761.2682903,0.6542711,j,2,Objects,1,30,F,L
Objects,hat,Stimuli/Objects/hat/Ahatwithfeath.jpg,f,targ,92,2.3,1,96,763.7776355,0.4649272,f,2,Objects,1,30,F,L
Animals,deer,Stimuli/Animals/deer/deer_06.jpg,j,between,212,1.8,1,96,766.2881436,0.5495238,j,2,Objects,1,30,F,L
Animals,reptile,Stimuli/Animals/reptile/reptile_05.jpg,j,between,212,1.8,1,96,768.2998785,0.6297948,j,2,Objects,1,30,F,L
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_15.jpg,j,between,212,2.3,1,96,770.3097691,0.4237694,j,2,Objects,1,30,F,L
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_03.jpg,j,between,212,2.3,1,96,772.8200497,0.5175238,j,2,Objects,1,30,F,L
Animals,poultry,Stimuli/Animals/poultry/poultry_01.jpg,j,between,212,2.3,1,96,775.3314512,0.6021432,j,2,Objects,1,30,F,L
Animals,reptile,Stimuli/Animals/reptile/reptile_15.jpg,j,between,212,1.8,1,96,777.8424114,0.5391575,j,2,Objects,1,30,F,L
Animals,frog,Stimuli/Animals/frog/frog_12.jpg,j,between,212,2.3,1,96,779.8534463,0.6962359,j,2,Objects,1,30,F,L
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,f,targ,92,2.3,1,96,782.3621698,0.7234525,f,2,Objects,1,30,F,L
Objects,camcorder,Stimuli/Objects/camcorder/HV20_three_quarter_door_open_highres[2].jpg,j,within,122,2.3,1,96,784.8745999,0.7588505,j,2,Objects,1,30,F,L
Objects,hat,Stimuli/Objects/hat/Ahatwithfeath.jpg,f,targ,92,2.3,1,96,787.3841887,0.5202843,f,2,Objects,1,30,F,L
Objects,makeupcompact,Stimuli/Objects/makeupcompact/P181006_hero.jpg,j,within,122,1.8,1,96,789.8945672,0.4901724,j,2,Objects,1,30,F,L
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,f,targ,92,1.8,1,96,791.9024527,0.4940109,f,2,Objects,1,30,F,L
Objects,abacus,Stimuli/Objects/abacus/a_151.wooden-abacus.jpg,j,within,122,1.8,1,96,793.9128381,0.5917521,j,2,Objects,1,30,F,L
Objects,glove,Stimuli/Objects/glove/AGLOVES.jpg,j,within,122,1.8,1,96,795.9238685,0.8128449,j,2,Objects,1,30,F,L
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_02.jpg,j,between,212,2.3,1,96,797.9343107,0.8701629,j,2,Objects,1,30,F,L
Objects,glove,Stimuli/Objects/glove/Aweldersglove.jpg,j,within,122,1.8,1,96,800.4439217,0.5925451,j,2,Objects,1,30,F,L
Objects,hat,Stimuli/Objects/hat/Ahatwithfeath.jpg,f,targ,92,1.8,1,96,802.4540684,0.5783602,f,2,Objects,1,30,F,L
Animals,primate,Stimuli/Animals/primate/primate_17.jpg,j,between,212,2.3,1,96,804.4658224,0.5865736,j,2,Objects,1,30,F,L
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_17.jpg,j,between,212,1.8,1,96,806.9745227,0.9698513,j,2,Objects,1,30,F,L
Objects,spoon,Stimuli/Objects/spoon/iir.jpg,j,within,122,2.3,1,96,808.9856338,0.5828424,j,2,Objects,1,30,F,L
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush24.jpg,j,within,122,1.8,1,96,811.4943058,0.5853105,j,2,Objects,1,30,F,L
Objects,cookpot,Stimuli/Objects/cookpot/26373465.thl.jpg,j,within,122,1.8,1,96,813.5049435,0.6864939,j,2,Objects,1,30,F,L
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_09.jpg,j,between,212,1.8,1,96,815.5143067,0.4691233,j,2,Objects,1,30,F,L
Objects,bed,Stimuli/Objects/bed/51Mhaa73IRL._AA262_.jpg,j,within,122,2.3,1,96,817.5250357,0.662406,j,2,Objects,1,30,F,L
Objects,guitar,Stimuli/Objects/guitar/AELCBGU12.jpg,f,targ,92,1.8,1,96,820.0337724,0.525589,f,2,Objects,1,30,F,L
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_09.jpg,j,between,212,1.8,1,96,822.043323,0.6323558,j,2,Objects,1,30,F,L
Animals,deer,Stimuli/Animals/deer/deer_04.jpg,j,between,212,2.3,1,96,824.0549474,0.7806337,j,2,Objects,1,30,F,L
Objects,motorcycle,Stimuli/Objects/motorcycle/2005-Buell-FireboltXB12R.jpg,j,within,122,2.3,1,96,826.5661553,0.8451997,j,2,Objects,1,30,F,L
Animals,wolf,Stimuli/Animals/wolf/wolf_01.jpg,j,between,212,1.8,1,96,829.0749624,0.4844365,j,2,Objects,1,30,F,L
Objects,sofa,Stimuli/Objects/sofa/wilkie-sofa-250h-new-cd.jpg,j,within,122,2.3,1,96,831.0840466,0.7952821,j,2,Objects,1,30,F,L
